date	post_id	title	url	text_chars	file	kind
2011-02-01	2469	twittering on 2011-02-01	https://www.chesnok.com/daily/2011/02/01/twittering-on-2011-02-01/	356	by/2011--twittering-on-2011-02-01.md	tweet-digest
2011-01-31	2468	twittering on 2011-01-31	https://www.chesnok.com/daily/2011/01/31/twittering-on-2011-01-31/	844	by/2011--twittering-on-2011-01-31.md	tweet-digest
2011-01-31	2467	twittering on 2011-01-31	https://www.chesnok.com/daily/2011/01/31/twittering-on-2011-01-31-2/	844	by/2011--twittering-on-2011-01-31-2.md	tweet-digest
2011-01-30	2465	Weekly tweet digest for 2011-01-30	https://www.chesnok.com/daily/2011/01/30/weekly-tweet-digest-for-2011-01-30/	6323	by/2011--weekly-tweet-digest-for-2011-01-30.md	tweet-digest
2011-01-30	2464	twittering on 2011-01-30	https://www.chesnok.com/daily/2011/01/30/twittering-on-2011-01-30/	1170	by/2011--twittering-on-2011-01-30.md	tweet-digest
2011-01-29	2453	She’s Geeky report Day 2!	https://www.chesnok.com/daily/2011/01/29/shes-geeky-report-day-2/	1161	by/2011--shes-geeky-report-day-2.md	post
2011-01-29	2443	twittering on 2011-01-29	https://www.chesnok.com/daily/2011/01/29/twittering-on-2011-01-29-2/	2395	by/2011--twittering-on-2011-01-29-2.md	tweet-digest
2011-01-29	2442	twittering on 2011-01-29	https://www.chesnok.com/daily/2011/01/29/twittering-on-2011-01-29/	2395	by/2011--twittering-on-2011-01-29.md	tweet-digest
2011-01-29	2441	twittering on 2011-01-29	https://www.chesnok.com/daily/2011/01/29/twittering-on-2011-01-29-3/	2395	by/2011--twittering-on-2011-01-29-3.md	tweet-digest
2011-01-29	2420	She’s geeky: day 1 report	https://www.chesnok.com/daily/2011/01/29/shes-geeky-day-1-report/	2732	by/2011--shes-geeky-day-1-report.md	post
2011-01-28	2440	twittering on 2011-01-28	https://www.chesnok.com/daily/2011/01/28/twittering-on-2011-01-28/	413	by/2011--twittering-on-2011-01-28.md	tweet-digest
2011-01-27	2439	twittering on 2011-01-27	https://www.chesnok.com/daily/2011/01/27/twittering-on-2011-01-27-2/	360	by/2011--twittering-on-2011-01-27-2.md	tweet-digest
2011-01-27	2438	twittering on 2011-01-27	https://www.chesnok.com/daily/2011/01/27/twittering-on-2011-01-27/	360	by/2011--twittering-on-2011-01-27.md	tweet-digest
2011-01-26	2437	twittering on 2011-01-26	https://www.chesnok.com/daily/2011/01/26/twittering-on-2011-01-26/	664	by/2011--twittering-on-2011-01-26.md	tweet-digest
2011-01-25	2436	twittering on 2011-01-25	https://www.chesnok.com/daily/2011/01/25/twittering-on-2011-01-25/	215	by/2011--twittering-on-2011-01-25.md	tweet-digest
2011-01-24	2435	twittering on 2011-01-24	https://www.chesnok.com/daily/2011/01/24/twittering-on-2011-01-24/	790	by/2011--twittering-on-2011-01-24.md	tweet-digest
2011-01-23	2418	Weekly tweet digest for 2011-01-23	https://www.chesnok.com/daily/2011/01/23/weekly-tweet-digest-for-2011-01-23/	1081	by/2011--weekly-tweet-digest-for-2011-01-23.md	tweet-digest
2011-01-23	2397	#PDX11 going strong, and a site update: feeds for mailing lists	https://www.chesnok.com/daily/2011/01/23/pdx11-going-strong-and-a-site-update-feeds-for-mailing-lists/	2144	by/2011--pdx11-going-strong-and-a-site-update-feeds-for-mailing-lists.md	post
2011-01-21	2417	twittering on 2011-01-21	https://www.chesnok.com/daily/2011/01/21/twittering-on-2011-01-21/	407	by/2011--twittering-on-2011-01-21.md	tweet-digest
2011-01-20	2416	twittering on 2011-01-20	https://www.chesnok.com/daily/2011/01/20/twittering-on-2011-01-20/	513	by/2011--twittering-on-2011-01-20.md	tweet-digest
2011-01-19	2415	twittering on 2011-01-19	https://www.chesnok.com/daily/2011/01/19/twittering-on-2011-01-19/	157	by/2011--twittering-on-2011-01-19.md	tweet-digest
2011-01-16	2414	Weekly tweet digest for 2011-01-16	https://www.chesnok.com/daily/2011/01/16/weekly-tweet-digest-for-2011-01-16/	1623	by/2011--weekly-tweet-digest-for-2011-01-16.md	tweet-digest
2011-01-15	2413	twittering on 2011-01-15	https://www.chesnok.com/daily/2011/01/15/twittering-on-2011-01-15/	316	by/2011--twittering-on-2011-01-15.md	tweet-digest
2011-01-14	2412	twittering on 2011-01-14	https://www.chesnok.com/daily/2011/01/14/twittering-on-2011-01-14/	258	by/2011--twittering-on-2011-01-14.md	tweet-digest
2011-01-13	2411	twittering on 2011-01-13	https://www.chesnok.com/daily/2011/01/13/twittering-on-2011-01-13/	444	by/2011--twittering-on-2011-01-13.md	tweet-digest
2011-01-12	2410	twittering on 2011-01-12	https://www.chesnok.com/daily/2011/01/12/twittering-on-2011-01-12/	200	by/2011--twittering-on-2011-01-12.md	tweet-digest
2011-01-11	2409	twittering on 2011-01-11	https://www.chesnok.com/daily/2011/01/11/twittering-on-2011-01-11/	316	by/2011--twittering-on-2011-01-11.md	tweet-digest
2011-01-10	2408	twittering on 2011-01-10	https://www.chesnok.com/daily/2011/01/10/twittering-on-2011-01-10/	79	by/2011--twittering-on-2011-01-10.md	tweet-digest
2011-01-09	2407	Weekly tweet digest for 2011-01-09	https://www.chesnok.com/daily/2011/01/09/weekly-tweet-digest-for-2011-01-09/	1539	by/2011--weekly-tweet-digest-for-2011-01-09.md	tweet-digest
2011-01-09	2406	twittering on 2011-01-09	https://www.chesnok.com/daily/2011/01/09/twittering-on-2011-01-09/	121	by/2011--twittering-on-2011-01-09.md	tweet-digest
2011-01-08	2405	twittering on 2011-01-08	https://www.chesnok.com/daily/2011/01/08/twittering-on-2011-01-08-2/	157	by/2011--twittering-on-2011-01-08-2.md	tweet-digest
2011-01-08	2404	twittering on 2011-01-08	https://www.chesnok.com/daily/2011/01/08/twittering-on-2011-01-08/	157	by/2011--twittering-on-2011-01-08.md	tweet-digest
2011-01-06	2403	twittering on 2011-01-06	https://www.chesnok.com/daily/2011/01/06/twittering-on-2011-01-06/	707	by/2011--twittering-on-2011-01-06.md	tweet-digest
2011-01-05	2401	twittering on 2011-01-05	https://www.chesnok.com/daily/2011/01/05/twittering-on-2011-01-05/	361	by/2011--twittering-on-2011-01-05.md	tweet-digest
2011-01-04	2398	twittering on 2011-01-04	https://www.chesnok.com/daily/2011/01/04/twittering-on-2011-01-04/	185	by/2011--twittering-on-2011-01-04.md	tweet-digest
2011-01-03	2385	2010 retrospective	https://www.chesnok.com/daily/2011/01/03/2010-retrospective/	3974	by/2011--2010-retrospective.md	post
2011-01-02	2384	Weekly tweet digest for 2011-01-02	https://www.chesnok.com/daily/2011/01/02/weekly-tweet-digest-for-2011-01-02/	147	by/2011--weekly-tweet-digest-for-2011-01-02.md	tweet-digest
2010-12-31	2383	twittering on 2010-12-31	https://www.chesnok.com/daily/2010/12/31/twittering-on-2010-12-31/	147	by/2010--twittering-on-2010-12-31.md	tweet-digest
2010-12-19	2382	Weekly tweet digest for 2010-12-19	https://www.chesnok.com/daily/2010/12/19/weekly-tweet-digest-for-2010-12-19/	1771	by/2010--weekly-tweet-digest-for-2010-12-19.md	tweet-digest
2010-12-19	2381	twittering on 2010-12-19	https://www.chesnok.com/daily/2010/12/19/twittering-on-2010-12-19/	98	by/2010--twittering-on-2010-12-19.md	tweet-digest
2010-12-17	2377	twittering on 2010-12-17	https://www.chesnok.com/daily/2010/12/17/twittering-on-2010-12-17/	414	by/2010--twittering-on-2010-12-17.md	tweet-digest
2010-12-16	2378	Vacation, Dec 18-Jan 3	https://www.chesnok.com/daily/2010/12/16/vacation-dec-18-jan-3/	898	by/2010--vacation-dec-18-jan-3.md	post
2010-12-16	2376	twittering on 2010-12-16	https://www.chesnok.com/daily/2010/12/16/twittering-on-2010-12-16/	224	by/2010--twittering-on-2010-12-16.md	tweet-digest
2010-12-15	2375	twittering on 2010-12-15	https://www.chesnok.com/daily/2010/12/15/twittering-on-2010-12-15/	455	by/2010--twittering-on-2010-12-15.md	tweet-digest
2010-12-14	2374	twittering on 2010-12-14	https://www.chesnok.com/daily/2010/12/14/twittering-on-2010-12-14/	572	by/2010--twittering-on-2010-12-14.md	tweet-digest
2010-12-12	2373	Weekly tweet digest for 2010-12-12	https://www.chesnok.com/daily/2010/12/12/weekly-tweet-digest-for-2010-12-12/	4379	by/2010--weekly-tweet-digest-for-2010-12-12.md	tweet-digest
2010-12-12	2372	twittering on 2010-12-12	https://www.chesnok.com/daily/2010/12/12/twittering-on-2010-12-12/	336	by/2010--twittering-on-2010-12-12.md	tweet-digest
2010-12-11	2371	twittering on 2010-12-11	https://www.chesnok.com/daily/2010/12/11/twittering-on-2010-12-11/	766	by/2010--twittering-on-2010-12-11.md	tweet-digest
2010-12-10	2368	twittering on 2010-12-10	https://www.chesnok.com/daily/2010/12/10/twittering-on-2010-12-10/	273	by/2010--twittering-on-2010-12-10.md	tweet-digest
2010-12-09	2367	twittering on 2010-12-09	https://www.chesnok.com/daily/2010/12/09/twittering-on-2010-12-09/	958	by/2010--twittering-on-2010-12-09.md	tweet-digest
2010-12-08	2357	twittering on 2010-12-08	https://www.chesnok.com/daily/2010/12/08/twittering-on-2010-12-08/	643	by/2010--twittering-on-2010-12-08.md	tweet-digest
2010-12-08	2346	#PDX11: Conversation about VC, investing and trends in the Portland	https://www.chesnok.com/daily/2010/12/08/pdx11-conversation-about-vc-investing-and-trends-in-the-portland/	2245	by/2010--pdx11-conversation-about-vc-investing-and-trends-in-the-port.md	post
2010-12-07	2352	twittering on 2010-12-07	https://www.chesnok.com/daily/2010/12/07/twittering-on-2010-12-07/	642	by/2010--twittering-on-2010-12-07.md	tweet-digest
2010-12-06	2349	twittering on 2010-12-06	https://www.chesnok.com/daily/2010/12/06/twittering-on-2010-12-06/	749	by/2010--twittering-on-2010-12-06.md	tweet-digest
2010-12-05	2342	#PDX11: Community as competitive advantage	https://www.chesnok.com/daily/2010/12/05/pdx11-community-as-competitive-advantage/	651	by/2010--pdx11-community-as-competitive-advantage.md	post
2010-12-05	2338	Weekly tweet digest for 2010-12-05	https://www.chesnok.com/daily/2010/12/05/weekly-tweet-digest-for-2010-12-05-2/	20178	by/2010--weekly-tweet-digest-for-2010-12-05-2.md	tweet-digest
2010-12-05	2337	twittering on 2010-12-05	https://www.chesnok.com/daily/2010/12/05/twittering-on-2010-12-05-2/	3527	by/2010--twittering-on-2010-12-05-2.md	tweet-digest
2010-12-05	2336	Weekly tweet digest for 2010-12-05	https://www.chesnok.com/daily/2010/12/05/weekly-tweet-digest-for-2010-12-05/	20178	by/2010--weekly-tweet-digest-for-2010-12-05.md	tweet-digest
2010-12-05	2335	twittering on 2010-12-05	https://www.chesnok.com/daily/2010/12/05/twittering-on-2010-12-05/	3527	by/2010--twittering-on-2010-12-05.md	tweet-digest
2010-12-05	2319	#PDX11: Mayor Sam Adams’ intro to the software summit	https://www.chesnok.com/daily/2010/12/05/pdx11-mayor-sam-adams-intro-to-the-software-summit/	336	by/2010--pdx11-mayor-sam-adams-intro-to-the-software-summit.md	post
2010-12-04	2324	Open Data Hackathon Day: ScraperWiki views	https://www.chesnok.com/daily/2010/12/04/open-data-hackathon-day-scraperwiki-views/	1115	by/2010--open-data-hackathon-day-scraperwiki-views.md	post
2010-12-04	2317	twittering on 2010-12-04	https://www.chesnok.com/daily/2010/12/04/twittering-on-2010-12-04/	494	by/2010--twittering-on-2010-12-04.md	tweet-digest
2010-12-04	2287	Open Data Hackathon Day: Oregon Business License Registry	https://www.chesnok.com/daily/2010/12/04/open-data-hackathon-day-oregon-business-license-registry/	2109	by/2010--open-data-hackathon-day-oregon-business-license-registry.md	post
2010-12-03	2314	Tweeted notes from City Hall meeting	https://www.chesnok.com/daily/2010/12/03/tweeted-notes-from-city-hall-meeting/	14870	by/2010--tweeted-notes-from-city-hall-meeting.md	post
2010-12-03	2304	twittering on 2010-12-03	https://www.chesnok.com/daily/2010/12/03/twittering-on-2010-12-03/	14870	by/2010--twittering-on-2010-12-03.md	tweet-digest
2010-12-02	2294	#PDX11: The software summit wrapup	https://www.chesnok.com/daily/2010/12/02/pdx11-the-software-summit-wrapup/	2525	by/2010--pdx11-the-software-summit-wrapup.md	post
2010-12-02	2289	#PDX11: It’s alive!	https://www.chesnok.com/daily/2010/12/02/pdx11-its-alive/	885	by/2010--pdx11-its-alive.md	post
2010-12-02	2285	twittering on 2010-12-02	https://www.chesnok.com/daily/2010/12/02/twittering-on-2010-12-02/	519	by/2010--twittering-on-2010-12-02.md	tweet-digest
2010-12-02	2282	Looking for a few good OPML files!	https://www.chesnok.com/daily/2010/12/02/looking-for-a-few-good-opml-files/	927	by/2010--looking-for-a-few-good-opml-files.md	post
2010-12-01	2284	twittering on 2010-12-01	https://www.chesnok.com/daily/2010/12/01/twittering-on-2010-12-01/	432	by/2010--twittering-on-2010-12-01.md	tweet-digest
2010-11-30	2283	twittering on 2010-11-30	https://www.chesnok.com/daily/2010/11/30/twittering-on-2010-11-30/	326	by/2010--twittering-on-2010-11-30.md	tweet-digest
2010-11-28	2280	Weekly tweet digest for 2010-11-28	https://www.chesnok.com/daily/2010/11/28/weekly-tweet-digest-for-2010-11-28/	1563	by/2010--weekly-tweet-digest-for-2010-11-28.md	tweet-digest
2010-11-26	2279	twittering on 2010-11-26	https://www.chesnok.com/daily/2010/11/26/twittering-on-2010-11-26/	347	by/2010--twittering-on-2010-11-26.md	tweet-digest
2010-11-25	2278	twittering on 2010-11-25	https://www.chesnok.com/daily/2010/11/25/twittering-on-2010-11-25/	301	by/2010--twittering-on-2010-11-25.md	tweet-digest
2010-11-24	2277	twittering on 2010-11-24	https://www.chesnok.com/daily/2010/11/24/twittering-on-2010-11-24/	408	by/2010--twittering-on-2010-11-24.md	tweet-digest
2010-11-23	2276	twittering on 2010-11-23	https://www.chesnok.com/daily/2010/11/23/twittering-on-2010-11-23/	501	by/2010--twittering-on-2010-11-23.md	tweet-digest
2010-11-21	2275	Weekly tweet digest for 2010-11-21	https://www.chesnok.com/daily/2010/11/21/weekly-tweet-digest-for-2010-11-21-2/	2101	by/2010--weekly-tweet-digest-for-2010-11-21-2.md	tweet-digest
2010-11-21	2274	Weekly tweet digest for 2010-11-21	https://www.chesnok.com/daily/2010/11/21/weekly-tweet-digest-for-2010-11-21/	2101	by/2010--weekly-tweet-digest-for-2010-11-21.md	tweet-digest
2010-11-20	2273	twittering on 2010-11-20	https://www.chesnok.com/daily/2010/11/20/twittering-on-2010-11-20/	208	by/2010--twittering-on-2010-11-20.md	tweet-digest
2010-11-19	2272	twittering on 2010-11-19	https://www.chesnok.com/daily/2010/11/19/twittering-on-2010-11-19/	455	by/2010--twittering-on-2010-11-19.md	tweet-digest
2010-11-18	2271	twittering on 2010-11-18	https://www.chesnok.com/daily/2010/11/18/twittering-on-2010-11-18-2/	625	by/2010--twittering-on-2010-11-18-2.md	tweet-digest
2010-11-18	2270	twittering on 2010-11-18	https://www.chesnok.com/daily/2010/11/18/twittering-on-2010-11-18/	625	by/2010--twittering-on-2010-11-18.md	tweet-digest
2010-11-17	2269	twittering on 2010-11-17	https://www.chesnok.com/daily/2010/11/17/twittering-on-2010-11-17/	198	by/2010--twittering-on-2010-11-17.md	tweet-digest
2010-11-16	2268	twittering on 2010-11-16	https://www.chesnok.com/daily/2010/11/16/twittering-on-2010-11-16/	607	by/2010--twittering-on-2010-11-16.md	tweet-digest
2010-11-14	2267	Weekly tweet digest for 2010-11-14	https://www.chesnok.com/daily/2010/11/14/weekly-tweet-digest-for-2010-11-14/	2883	by/2010--weekly-tweet-digest-for-2010-11-14.md	tweet-digest
2010-11-14	2266	twittering on 2010-11-14	https://www.chesnok.com/daily/2010/11/14/twittering-on-2010-11-14/	157	by/2010--twittering-on-2010-11-14.md	tweet-digest
2010-11-13	2265	twittering on 2010-11-13	https://www.chesnok.com/daily/2010/11/13/twittering-on-2010-11-13/	296	by/2010--twittering-on-2010-11-13.md	tweet-digest
2010-11-12	2261	twittering on 2010-11-12	https://www.chesnok.com/daily/2010/11/12/twittering-on-2010-11-12/	1115	by/2010--twittering-on-2010-11-12.md	tweet-digest
2010-11-11	2258	twittering on 2010-11-11	https://www.chesnok.com/daily/2010/11/11/twittering-on-2010-11-11-2/	274	by/2010--twittering-on-2010-11-11-2.md	tweet-digest
2010-11-11	2257	twittering on 2010-11-11	https://www.chesnok.com/daily/2010/11/11/twittering-on-2010-11-11/	274	by/2010--twittering-on-2010-11-11.md	tweet-digest
2010-11-10	2231	#PDX11: Turning things up a notch for Portland’s “software cluster”	https://www.chesnok.com/daily/2010/11/10/pdx11/	4287	by/2010--pdx11.md	post
2010-11-10	2230	twittering on 2010-11-10	https://www.chesnok.com/daily/2010/11/10/twittering-on-2010-11-10/	322	by/2010--twittering-on-2010-11-10.md	tweet-digest
2010-11-09	2209	It’s not just Noirin.	https://www.chesnok.com/daily/2010/11/09/its-not-just-noirin/	3745	by/2010--its-not-just-noirin.md	post
2010-11-09	2208	twittering on 2010-11-09	https://www.chesnok.com/daily/2010/11/09/twittering-on-2010-11-09/	485	by/2010--twittering-on-2010-11-09.md	tweet-digest
2010-11-07	2206	Weekly tweet digest for 2010-11-07	https://www.chesnok.com/daily/2010/11/07/weekly-tweet-digest-for-2010-11-07/	3317	by/2010--weekly-tweet-digest-for-2010-11-07.md	tweet-digest
2010-11-07	2205	twittering on 2010-11-07	https://www.chesnok.com/daily/2010/11/07/twittering-on-2010-11-07/	567	by/2010--twittering-on-2010-11-07.md	tweet-digest
2010-11-06	2204	twittering on 2010-11-06	https://www.chesnok.com/daily/2010/11/06/twittering-on-2010-11-06/	330	by/2010--twittering-on-2010-11-06.md	tweet-digest
2010-11-05	2203	twittering on 2010-11-05	https://www.chesnok.com/daily/2010/11/05/twittering-on-2010-11-05/	759	by/2010--twittering-on-2010-11-05.md	tweet-digest
2010-11-04	2202	twittering on 2010-11-04	https://www.chesnok.com/daily/2010/11/04/twittering-on-2010-11-04/	890	by/2010--twittering-on-2010-11-04.md	tweet-digest
2010-11-03	2201	twittering on 2010-11-03	https://www.chesnok.com/daily/2010/11/03/twittering-on-2010-11-03/	340	by/2010--twittering-on-2010-11-03.md	tweet-digest
2010-11-02	2200	twittering on 2010-11-02	https://www.chesnok.com/daily/2010/11/02/twittering-on-2010-11-02/	421	by/2010--twittering-on-2010-11-02.md	tweet-digest
2010-10-31	2199	Weekly tweet digest for 2010-10-31	https://www.chesnok.com/daily/2010/10/31/weekly-tweet-digest-for-2010-10-31/	2032	by/2010--weekly-tweet-digest-for-2010-10-31.md	tweet-digest
2010-10-30	2198	twittering on 2010-10-30	https://www.chesnok.com/daily/2010/10/30/twittering-on-2010-10-30/	82	by/2010--twittering-on-2010-10-30.md	tweet-digest
2010-10-29	2197	twittering on 2010-10-29	https://www.chesnok.com/daily/2010/10/29/twittering-on-2010-10-29/	276	by/2010--twittering-on-2010-10-29.md	tweet-digest
2010-10-28	2196	twittering on 2010-10-28	https://www.chesnok.com/daily/2010/10/28/twittering-on-2010-10-28/	394	by/2010--twittering-on-2010-10-28.md	tweet-digest
2010-10-27	2195	twittering on 2010-10-27	https://www.chesnok.com/daily/2010/10/27/twittering-on-2010-10-27/	291	by/2010--twittering-on-2010-10-27.md	tweet-digest
2010-10-25	2194	twittering on 2010-10-25	https://www.chesnok.com/daily/2010/10/25/twittering-on-2010-10-25/	981	by/2010--twittering-on-2010-10-25.md	tweet-digest
2010-10-24	2193	Weekly tweet digest for 2010-10-24	https://www.chesnok.com/daily/2010/10/24/weekly-tweet-digest-for-2010-10-24/	3730	by/2010--weekly-tweet-digest-for-2010-10-24.md	tweet-digest
2010-10-24	2192	twittering on 2010-10-24	https://www.chesnok.com/daily/2010/10/24/twittering-on-2010-10-24/	1298	by/2010--twittering-on-2010-10-24.md	tweet-digest
2010-10-23	2183	GSoC Mentor Summit: Day 1	https://www.chesnok.com/daily/2010/10/23/gsoc-mentor-summit-day-1/	3617	by/2010--gsoc-mentor-summit-day-1.md	post
2010-10-23	2181	twittering on 2010-10-23	https://www.chesnok.com/daily/2010/10/23/twittering-on-2010-10-23/	620	by/2010--twittering-on-2010-10-23.md	tweet-digest
2010-10-22	2180	twittering on 2010-10-22	https://www.chesnok.com/daily/2010/10/22/twittering-on-2010-10-22/	350	by/2010--twittering-on-2010-10-22.md	tweet-digest
2010-10-21	2179	twittering on 2010-10-21	https://www.chesnok.com/daily/2010/10/21/twittering-on-2010-10-21-2/	211	by/2010--twittering-on-2010-10-21-2.md	tweet-digest
2010-10-21	2178	twittering on 2010-10-21	https://www.chesnok.com/daily/2010/10/21/twittering-on-2010-10-21/	211	by/2010--twittering-on-2010-10-21.md	tweet-digest
2010-10-20	2177	twittering on 2010-10-20	https://www.chesnok.com/daily/2010/10/20/twittering-on-2010-10-20/	1012	by/2010--twittering-on-2010-10-20.md	tweet-digest
2010-10-19	2176	twittering on 2010-10-19	https://www.chesnok.com/daily/2010/10/19/twittering-on-2010-10-19/	229	by/2010--twittering-on-2010-10-19.md	tweet-digest
2010-10-17	2175	Weekly tweet digest for 2010-10-17	https://www.chesnok.com/daily/2010/10/17/weekly-tweet-digest-for-2010-10-17/	1001	by/2010--weekly-tweet-digest-for-2010-10-17.md	tweet-digest
2010-10-16	2174	twittering on 2010-10-16	https://www.chesnok.com/daily/2010/10/16/twittering-on-2010-10-16/	110	by/2010--twittering-on-2010-10-16.md	tweet-digest
2010-10-15	2173	twittering on 2010-10-15	https://www.chesnok.com/daily/2010/10/15/twittering-on-2010-10-15/	570	by/2010--twittering-on-2010-10-15.md	tweet-digest
2010-10-12	2169	twittering on 2010-10-12	https://www.chesnok.com/daily/2010/10/12/twittering-on-2010-10-12-2/	317	by/2010--twittering-on-2010-10-12-2.md	tweet-digest
2010-10-12	2168	twittering on 2010-10-12	https://www.chesnok.com/daily/2010/10/12/twittering-on-2010-10-12/	317	by/2010--twittering-on-2010-10-12.md	tweet-digest
2010-10-11	1906	Thoughts on PostgreSQL 9.0 release	https://www.chesnok.com/daily/2010/10/11/thoughts-on-9-0-release/	1303	by/2010--thoughts-on-9-0-release.md	post
2010-10-10	2161	Weekly tweet digest for 2010-10-10	https://www.chesnok.com/daily/2010/10/10/weekly-tweet-digest-for-2010-10-10/	2069	by/2010--weekly-tweet-digest-for-2010-10-10.md	tweet-digest
2010-10-10	2160	twittering on 2010-10-10	https://www.chesnok.com/daily/2010/10/10/twittering-on-2010-10-10/	277	by/2010--twittering-on-2010-10-10.md	tweet-digest
2010-10-09	2159	twittering on 2010-10-09	https://www.chesnok.com/daily/2010/10/09/twittering-on-2010-10-09/	238	by/2010--twittering-on-2010-10-09.md	tweet-digest
2010-10-08	2154	twittering on 2010-10-08	https://www.chesnok.com/daily/2010/10/08/twittering-on-2010-10-08/	858	by/2010--twittering-on-2010-10-08.md	tweet-digest
2010-10-08	2034	The problems with copyright re-assignment	https://www.chesnok.com/daily/2010/10/08/the-problems-with-copyright-re-assignment/	3075	by/2010--the-problems-with-copyright-re-assignment.md	post
2010-10-07	2135	twittering on 2010-10-07	https://www.chesnok.com/daily/2010/10/07/twittering-on-2010-10-07/	491	by/2010--twittering-on-2010-10-07.md	tweet-digest
2010-10-07	1684	Training lessons learned: Code dojo, whiteboards, interactivity	https://www.chesnok.com/daily/2010/10/07/training-lessons-learned-code-dojo-whiteboards-interactivity/	3359	by/2010--training-lessons-learned-code-dojo-whiteboards-interactivity.md	post
2010-10-06	2118	PostgreSQL at MySQL Users’ Conference 2011	https://www.chesnok.com/daily/2010/10/06/postgresql-at-mysql-users-conference-2011/	2080	by/2010--postgresql-at-mysql-users-conference-2011.md	post
2010-10-06	2115	twittering on 2010-10-06	https://www.chesnok.com/daily/2010/10/06/twittering-on-2010-10-06/	197	by/2010--twittering-on-2010-10-06.md	tweet-digest
2010-10-05	2096	PostgreSQL 9.0.1 released, includes security fix & maintenance releases for 6 other versions	https://www.chesnok.com/daily/2010/10/05/postgresql-9-0-1-released-includes-security-fix-maintenance-releases-for-6-other-versions/	4600	by/2010--postgresql-9-0-1-released-includes-security-fix-maintenance-.md	post
2010-10-03	2094	Weekly tweet digest for 2010-10-03	https://www.chesnok.com/daily/2010/10/03/weekly-tweet-digest-for-2010-10-03/	8776	by/2010--weekly-tweet-digest-for-2010-10-03.md	tweet-digest
2010-10-03	2093	twittering on 2010-10-03	https://www.chesnok.com/daily/2010/10/03/twittering-on-2010-10-03/	149	by/2010--twittering-on-2010-10-03.md	tweet-digest
2010-10-02	2092	twittering on 2010-10-02	https://www.chesnok.com/daily/2010/10/02/twittering-on-2010-10-02/	2603	by/2010--twittering-on-2010-10-02.md	tweet-digest
2010-10-01	2085	Thoughts on Grace Hopper	https://www.chesnok.com/daily/2010/10/01/thoughts-on-grace-hopper/	2619	by/2010--thoughts-on-grace-hopper.md	post
2010-10-01	2083	twittering on 2010-10-01	https://www.chesnok.com/daily/2010/10/01/twittering-on-2010-10-01/	5135	by/2010--twittering-on-2010-10-01.md	tweet-digest
2010-09-30	2061	twittering on 2010-09-30	https://www.chesnok.com/daily/2010/09/30/twittering-on-2010-09-30/	153	by/2010--twittering-on-2010-09-30.md	tweet-digest
2010-09-30	2059	Custom aggregates: a couple tips and ORDER BY in 9.0	https://www.chesnok.com/daily/2010/09/30/custom-aggregates-a-couple-tips-and-order-by-in-9-0/	5999	by/2010--custom-aggregates-a-couple-tips-and-order-by-in-9-0.md	post
2010-09-29	2058	twittering on 2010-09-29	https://www.chesnok.com/daily/2010/09/29/twittering-on-2010-09-29/	119	by/2010--twittering-on-2010-09-29.md	tweet-digest
2010-09-28	2057	twittering on 2010-09-28	https://www.chesnok.com/daily/2010/09/28/twittering-on-2010-09-28/	381	by/2010--twittering-on-2010-09-28.md	tweet-digest
2010-09-28	2056	twittering on 2010-09-28	https://www.chesnok.com/daily/2010/09/28/twittering-on-2010-09-28-2/	381	by/2010--twittering-on-2010-09-28-2.md	tweet-digest
2010-09-27	2035	Last week: to Maine for a wedding	https://www.chesnok.com/daily/2010/09/27/last-week-to-maine-for-a-wedding/	782	by/2010--last-week-to-maine-for-a-wedding.md	post
2010-09-27	2033	twittering on 2010-09-27	https://www.chesnok.com/daily/2010/09/27/twittering-on-2010-09-27-2/	224	by/2010--twittering-on-2010-09-27-2.md	tweet-digest
2010-09-27	2032	twittering on 2010-09-27	https://www.chesnok.com/daily/2010/09/27/twittering-on-2010-09-27/	224	by/2010--twittering-on-2010-09-27.md	tweet-digest
2010-09-26	2031	Weekly tweet digest for 2010-09-26	https://www.chesnok.com/daily/2010/09/26/weekly-tweet-digest-for-2010-09-26/	853	by/2010--weekly-tweet-digest-for-2010-09-26.md	tweet-digest
2010-09-22	2030	twittering on 2010-09-22	https://www.chesnok.com/daily/2010/09/22/twittering-on-2010-09-22/	142	by/2010--twittering-on-2010-09-22.md	tweet-digest
2010-09-21	2015	twittering on 2010-09-21	https://www.chesnok.com/daily/2010/09/21/twittering-on-2010-09-21-2/	522	by/2010--twittering-on-2010-09-21-2.md	tweet-digest
2010-09-21	2014	twittering on 2010-09-21	https://www.chesnok.com/daily/2010/09/21/twittering-on-2010-09-21/	522	by/2010--twittering-on-2010-09-21.md	tweet-digest
2010-09-21	1997	PostgreSQL 9.0: contributions!	https://www.chesnok.com/daily/2010/09/21/postgresql-9-0-contributions/	2569	by/2010--postgresql-9-0-contributions.md	post
2010-09-20	1992	PostgreSQL 9.0 media coverage roundup	https://www.chesnok.com/daily/2010/09/20/postgresql-9-0-media-coverage-roundup/	1709	by/2010--postgresql-9-0-media-coverage-roundup.md	post
2010-09-19	1991	Weekly tweet digest for 2010-09-19	https://www.chesnok.com/daily/2010/09/19/weekly-tweet-digest-for-2010-09-19/	2439	by/2010--weekly-tweet-digest-for-2010-09-19.md	tweet-digest
