post_id	date	title	url	author_id	chars	fetched_file
27491	2013-02-11	Seminar on The Priority of Democracy	https://crookedtimber.org/2013/02/11/27491/	2	1081	by/2013--ct-seminar-on-the-priority-of-democracy.md
27485	2013-02-11	Post-Democracy	https://crookedtimber.org/2013/02/11/post-democracy/	2	6534	by/2013--ct-post-democracy.md
27428	2013-02-08	Remembering Aaron Swartz Again	https://crookedtimber.org/2013/02/08/remembering-aaron-swartz-again/	2	6222	by/2013--ct-remembering-aaron-swartz-again.md
27282	2013-01-29	Aaron Swartz Memorial in Washington DC	https://crookedtimber.org/2013/01/29/aaron-swartz-memorial-in-washington-dc/	2	1486	
27238	2013-01-22	Ecco l’Euro!	https://crookedtimber.org/2013/01/22/ecco-leuro/	2	669	
27187	2013-01-13	MIT and Aaron Swartz	https://crookedtimber.org/2013/01/13/mit-and-aaron-swartz/	2	4367	by/2013--ct-mit-and-aaron-swartz.md
27168	2013-01-12	Remembering Aaron Swartz	https://crookedtimber.org/2013/01/12/remembering-aaron-swartz/	2	3620	by/2013--ct-remembering-aaron-swartz.md
27116	2013-01-07	Tom Slee’s Self-Assessment	https://crookedtimber.org/2013/01/07/tom-slees-self-assessment/	2	5337	by/2013--ct-tom-slees-self-assessment.md
27099	2013-01-03	Poor Little Burckhardt	https://crookedtimber.org/2013/01/03/poor-little-burckhardt/	2	2674	
27093	2013-01-02	SASE Conference: States in Crisis	https://crookedtimber.org/2013/01/02/sase-conference-states-in-crisis/	2	519	
26987	2012-12-20	Academic and Workplace Freedom – Open Thread	https://crookedtimber.org/2012/12/20/academic-and-workplace-freedom-open-thread/	2	299	
26954	2012-12-15	Shorter Eugene Volokh	https://crookedtimber.org/2012/12/15/shorter-eugene-volokh/	2	181	
26939	2012-12-13	The Economist and the Irish Famine	https://crookedtimber.org/2012/12/13/the-economist-and-the-irish-famine/	2	4601	by/2012--ct-the-economist-and-the-irish-famine.md
26919	2012-12-12	The Good and Bad of Occupy	https://crookedtimber.org/2012/12/12/the-good-and-bad-of-occupy/	2	115	
26912	2012-12-11	Albert Hirschman has died	https://crookedtimber.org/2012/12/11/albert-hirschman-has-died/	2	961	
26862	2012-12-06	The ECB’s New Role	https://crookedtimber.org/2012/12/06/the-ecbs-new-role/	2	1410	
26753	2012-12-01	Those wishing to contact me in the near future …	https://crookedtimber.org/2012/12/01/those-wishing-to-contact-me-in-the-near-future/	2	1024	
26733	2012-11-26	Upcoming Seminars	https://crookedtimber.org/2012/11/26/upcoming-seminars/	2	1921	
26605	2012-11-17	Radicals for Capitalism	https://crookedtimber.org/2012/11/17/radicals-for-capitalism/	2	2729	
26464	2012-11-05	Chromebook Question	https://crookedtimber.org/2012/11/05/chromebook-question/	2	479	
26425	2012-10-30	Insider Knowledge	https://crookedtimber.org/2012/10/30/insider-knowledge/	2	4093	by/2012--ct-insider-knowledge.md
26296	2012-10-19	The Great Train Ticket Scandal of 1948	https://crookedtimber.org/2012/10/19/the-great-train-ticket-scandal-of-1948/	2	1814	
26280	2012-10-18	Welcome Eric Rauchway	https://crookedtimber.org/2012/10/18/welcome-eric-rauchway/	2	281	
25976	2012-09-27	On Not Being Obliged to Vote Democrat	https://crookedtimber.org/2012/09/27/on-not-being-obliged-to-vote-democrat-2/	2	1268	
25965	2012-09-26	Is It Moral for Lefties to Vote for Obama?	https://crookedtimber.org/2012/09/26/is-it-moral-for-lefties-to-vote-for-obama/	2	3047	
25961	2012-09-26	Debt: The Next 500 Posts …	https://crookedtimber.org/2012/09/26/debt-the-next-500-posts/	2	3087	
25829	2012-09-19	New Charges Against Aaron Swartz	https://crookedtimber.org/2012/09/19/new-charges-against-aaron-swartz/	2	5177	by/2012--ct-new-charges-against-aaron-swartz.md
25756	2012-09-18	Stephen King as Public Intellectual	https://crookedtimber.org/2012/09/18/stephen-king-as-public-intellectual/	2	5370	by/2012--ct-stephen-king-as-public-intellectual.md
25744	2012-09-12	Economists are Hobbesians	https://crookedtimber.org/2012/09/12/economists-are-hobbesians/	2	12220	by/2012--ct-economists-are-hobbesians.md
25688	2012-09-07	Master Werenfrid’s Challenge	https://crookedtimber.org/2012/09/07/ultra-posse-nemo-obligatur/	2	4583	by/2012--ct-master-werenfrids-challenge.md
25685	2012-09-07	SASE Mini-Conferences	https://crookedtimber.org/2012/09/07/sase-mini-conferences-2/	2	1322	
25682	2012-09-06	New Books in SF and Fantasy	https://crookedtimber.org/2012/09/06/new-books-in-sf-and-fantasy/	2	596	
25630	2012-08-29	New Structures and Public Intellectuals	https://crookedtimber.org/2012/08/29/new-structures-and-public-intellectuals/	2	6209	by/2012--ct-new-structures-and-public-intellectuals.md
25626	2012-08-29	Debt: The First Five Hundred Pages	https://crookedtimber.org/2012/08/29/debt-the-first-five-hundred-pages/	2	1144	
25382	2012-08-03	Kickstarters I’d like to see	https://crookedtimber.org/2012/08/03/kickstarters-id-like-to-see/	2	2984	
25320	2012-07-25	A short note on labour and business power	https://crookedtimber.org/2012/07/25/a-short-note-on-labour-and-business-power/	2	5342	by/2012--ct-a-short-note-on-labour-and-business-power.md
25314	2012-07-24	Men of Stahlhartes Gehäuse: Or, The Dark Knight Rises on Followership	https://crookedtimber.org/2012/07/24/the-dark-knight-rises/	2	7598	by/2012--ct-men-of-stahlhartes-gehause-or-the-dark-knight-rises-on.md
25284	2012-07-19	Music that survived	https://crookedtimber.org/2012/07/19/music-that-survived/	2	1778	
25278	2012-07-17	Open Data Seminar	https://crookedtimber.org/2012/07/17/open-data-seminar-2/	2	1801	by/2012--ct-open-data-seminar.md
25272	2012-07-16	Hayek v. Polanyi in the European Union	https://crookedtimber.org/2012/07/16/hayek-v-polanyi-in-the-european-union/	2	2924	
25256	2012-07-13	Perfect Competition and a Pony	https://crookedtimber.org/2012/07/13/perfect-competition-and-a-pony/	2	7140	by/2012--ct-perfect-competition-and-a-pony.md
25212	2012-07-10	Regulations and frictionless marketplace assumptions	https://crookedtimber.org/2012/07/10/regulations-and-frictionless-marketplace-assumptions/	2	12442	by/2012--ct-regulations-and-frictionless-marketplace-assumptions.md
25206	2012-07-09	Because nothing says “spontaneous order” like torture and disappearances	https://crookedtimber.org/2012/07/09/because-nothing-says-spontaneous-order-like-torture-and-disappearances/	2	2759	by/2012--ct-because-nothing-says-spontaneous-order-like-torture-and.md
25165	2012-07-06	Markets and Freedom: Common Mistakes	https://crookedtimber.org/2012/07/06/markets-and-freedom-common-mistakes/	2	9981	by/2012--ct-markets-and-freedom-common-mistakes.md
25154	2012-07-05	Let Me Be The First to Second the Recommendation for Compulsory Diaperization of the GMU Economics Department	https://crookedtimber.org/2012/07/05/let-me-be-the-first-to-second-the-recommendation-for-compulsory-diaperization-of-the-gmu-economics-department/	2	3801	by/2012--ct-let-me-be-the-first-to-second-the-recommendation-for-co.md
25142	2012-07-04	Trish, Reiner and the Politics of Open Data	https://crookedtimber.org/2012/07/04/trish-reiner-and-the-politics-of-open-data/	2	8449	by/2012--ct-trish-reiner-and-the-politics-of-open-data.md
25074	2012-07-03	Fun Summer Reading	https://crookedtimber.org/2012/07/03/fun-summer-reading/	2	2970	
24913	2012-06-25	Open Data Seminar	https://crookedtimber.org/2012/06/25/open-data-seminar/	2	1444	
24906	2012-06-25	Lessig’s Republic, Lost	https://crookedtimber.org/2012/06/25/lessigs-republic-lost/	2	13106	by/2012--ct-lessigs-republic-lost.md
24875	2012-06-22	Imperialist Doublethink	https://crookedtimber.org/2012/06/22/imperialist-doublethink/	2	1383	
24780	2012-06-14	Red Plenty Coda	https://crookedtimber.org/2012/06/14/red-plenty-coda/	2	1361	
24745	2012-06-12	Shorter David Brooks on Followership	https://crookedtimber.org/2012/06/12/shorter-david-brooks-on-followership/	2	329	
24734	2012-06-11	Lizardbreath, meet Charter Cities	https://crookedtimber.org/2012/06/11/lizardbreath-meet-charter-cities/	2	3215	
24701	2012-06-06	Ray Bradbury Has Died	https://crookedtimber.org/2012/06/06/ray-bradbury-has-died/	2	896	
24648	2012-06-02	You Are Alone, In a Dark Wood. Now Cope	https://crookedtimber.org/2012/06/02/you-are-alone-in-a-dark-wood-now-cope/	2	16521	by/2012--ct-you-are-alone-in-a-dark-wood-now-cope.md
24627	2012-05-30	Not-So-New Applications in the Quantitative Analysis of Textual Information	https://crookedtimber.org/2012/05/30/not-so-new-applications-in-the-quantitative-analysis-of-textual-information/	2	1146	
24584	2012-05-29	Red Plenty Seminar	https://crookedtimber.org/2012/05/29/red-plenty-seminar-2/	2	1790	by/2012--ct-red-plenty-seminar.md
24529	2012-05-24	Politics and the Internet	https://crookedtimber.org/2012/05/24/politics-and-the-internet/	2	1414	by/2012--ct-politics-and-the-internet.md
24516	2012-05-23	Cognitive Democracy	https://crookedtimber.org/2012/05/23/cognitive-democracy/	2	64043	by/2012--ct-cognitive-democracy.md
24485	2012-05-21	Hayek and the Welfare State, Yet Again	https://crookedtimber.org/2012/05/21/hayek-and-the-welfare-state-yet-again/	2	19272	by/2012--ct-hayek-and-the-welfare-state-yet-again.md
24472	2012-05-19	Good lines	https://crookedtimber.org/2012/05/19/good-lines/	2	1241	by/2012--ct-good-lines.md
24410	2012-05-13	Hayek and the Welfare State	https://crookedtimber.org/2012/05/13/hayek-and-the-welfare-state/	2	5433	by/2012--ct-hayek-and-the-welfare-state.md
24404	2012-05-11	Judt and Hayek	https://crookedtimber.org/2012/05/11/judt-and-hayek/	2	4529	by/2012--ct-judt-and-hayek.md
24396	2012-05-09	The Toolitzers	https://crookedtimber.org/2012/05/09/the-toolitzers/	2	3388	
24377	2012-05-08	The Return of the Baffler	https://crookedtimber.org/2012/05/08/the-return-of-the-baffler/	2	9779	by/2012--ct-the-return-of-the-baffler.md
24374	2012-05-08	Maurice Sendak has died	https://crookedtimber.org/2012/05/08/maurice-sendak-has-died/	2	16	
24339	2012-05-07	Red Plenty Seminar	https://crookedtimber.org/2012/05/07/red-plenty-seminar/	2	406	
24311	2012-05-04	The Chronicle has some ‘splaining to do	https://crookedtimber.org/2012/05/04/the-chronicle-has-some-splaining-to-do/	2	2224	by/2012--ct-the-chronicle-has-some-splaining-to-do.md
24235	2012-04-30	The Economist fails the Turing Test again	https://crookedtimber.org/2012/04/30/tough-clear-headed-reform/	2	2713	
24220	2012-04-23	Harvard Library pushes open access	https://crookedtimber.org/2012/04/23/harvard-library-pushes-open-access/	2	1951	
24191	2012-04-22	Happy Krauthammer Day	https://crookedtimber.org/2012/04/22/happy-krauthammer-day-2/	2	1611	
24131	2012-04-16	Academic Blogs Wiki	https://crookedtimber.org/2012/04/16/academic-blogs-wiki/	2	1346	
24099	2012-04-12	Crowdsource Duncan Black!	https://crookedtimber.org/2012/04/12/crowdsource-duncan-black/	2	2591	
24074	2012-04-07	Hugo Nominees	https://crookedtimber.org/2012/04/07/hugo-nominees-2/	2	3611	by/2012--ct-hugo-nominees.md
24006	2012-04-04	Because: Imperialism!	https://crookedtimber.org/2012/04/04/because-imperialism/	2	34508	by/2012--ct-because-imperialism.md
23765	2012-03-26	Attacking community colleges	https://crookedtimber.org/2012/03/26/attacking-community-colleges/	2	8128	by/2012--ct-attacking-community-colleges.md
23732	2012-03-21	Stephen J. Dubner: My Part in his Upfall	https://crookedtimber.org/2012/03/21/stephen-j-dubner-my-part-in-his-upfall/	2	3575	by/2012--ct-stephen-j-dubner-my-part-in-his-upfall.md
23689	2012-03-18	St. Patrick’s Day: Kevin McAleer in Action	https://crookedtimber.org/2012/03/18/st-patricks-day-kevin-mcaleer-in-action/	2	1523	
23636	2012-03-13	Cheney and Manning: A Modest Proposal	https://crookedtimber.org/2012/03/13/cheney-and-manning-a-modest-proposal/	2	3632	by/2012--ct-cheney-and-manning-a-modest-proposal.md
23633	2012-03-13	Michigan Student Unionization Update	https://crookedtimber.org/2012/03/13/michigan-student-unionization-update/	2	2134	by/2012--ct-michigan-student-unionization-update.md
23613	2012-03-09	Keynesianism in the Great Recession	https://crookedtimber.org/2012/03/09/keynesianism-in-the-great-recession/	2	1666	
23577	2012-03-08	America’s Elect	https://crookedtimber.org/2012/03/08/americans-elect/	2	9495	by/2012--ct-americas-elect.md
23533	2012-03-07	Nudge Science Fiction II – Charles Stross’s Rule 34	https://crookedtimber.org/2012/03/07/nudge-science-fiction-ii-charles-strosss-rule-34/	2	6215	by/2012--ct-nudge-science-fiction-ii-charles-strosss-rule-34.md
23525	2012-03-06	Nudge Science Fiction I: Ken MacLeod’s “Intrusion”	https://crookedtimber.org/2012/03/06/nudge-science-fiction-i-ken-macleods-intrusion/	2	8792	by/2012--ct-nudge-science-fiction-i-ken-macleods-intrusion.md
23479	2012-03-03	Red Plenty!	https://crookedtimber.org/2012/03/03/red-plenty-2/	2	2138	
23432	2012-02-26	RA Unionization in Michigan: The Empire Strikes Back	https://crookedtimber.org/2012/02/26/ra-unionization-in-michigan-the-empire-strikes-back/	2	2671	
23407	2012-02-24	Golden Fetters	https://crookedtimber.org/2012/02/24/golden-fetters/	2	1188	
23368	2012-02-22	The world economy is not a tribute system	https://crookedtimber.org/2012/02/22/the-world-economy-is-not-a-tribute-system/	2	24005	by/2012--ct-the-world-economy-is-not-a-tribute-system.md
23351	2012-02-21	Some questions for Elsevier	https://crookedtimber.org/2012/02/21/some-questions-for-elsevier/	2	3485	by/2012--ct-some-questions-for-elsevier.md
23274	2012-02-13	Rich Yeselson guestblogging	https://crookedtimber.org/2012/02/13/rich-yeselson-guestblogging/	2	523	
23195	2012-02-08	The US News College Rankings Scam	https://crookedtimber.org/2012/02/08/the-us-news-college-rankings-scam/	2	2628	
23168	2012-02-06	The Jedi Master Fallacy and Others	https://crookedtimber.org/2012/02/06/the-jedi-master-fallacy-and-others/	2	6653	by/2012--ct-the-jedi-master-fallacy-and-others.md
23159	2012-02-03	Jennifer Dibbern and Michigan Student Unionization	https://crookedtimber.org/2012/02/03/jennifer-dibbern-and-michigan-student-unionization/	2	3347	
23032	2012-01-26	Friends Really Don’t Let Friends Publish in Elsevier Journals	https://crookedtimber.org/2012/01/26/friends-really-dont-let-friends-publish-in-elsevier-journals/	2	1365	
22856	2012-01-13	Wealth Problems	https://crookedtimber.org/2012/01/13/wealth-problems/	2	2540	
22853	2012-01-13	The New Gmail Sucks	https://crookedtimber.org/2012/01/13/the-new-gmail-sucks/	2	1554	by/2012--ct-the-new-gmail-sucks.md
22840	2012-01-11	Clive Crook Changes His Mind	https://crookedtimber.org/2012/01/11/clive-crook-changes-his-mind/	2	4125	by/2012--ct-clive-crook-changes-his-mind.md
22792	2012-01-08	Ronald Searle Has Died	https://crookedtimber.org/2012/01/08/ronald-searle-has-died/	2	766	
22760	2012-01-04	Lilla v. Robin	https://crookedtimber.org/2012/01/04/lilla-v-robin/	2	7662	by/2012--ct-lilla-v-robin.md
22752	2012-01-03	The ECB Method	https://crookedtimber.org/2012/01/03/the-ecb-method/	2	3697	by/2012--ct-the-ecb-method.md
22704	2011-12-30	Cash for Citations?	https://crookedtimber.org/2011/12/30/cash-for-citations/	2	2663	
22647	2011-12-28	Simple, Docile, Gifted	https://crookedtimber.org/2011/12/28/simple-docile-gifted/	2	2803	
22589	2011-12-20	Other Deaths	https://crookedtimber.org/2011/12/20/other-deaths/	2	605	
22574	2011-12-19	The New Apocrypha	https://crookedtimber.org/2011/12/19/the-new-apocrypha/	2	2886	
22516	2011-12-12	The Attractions of Fascism	https://crookedtimber.org/2011/12/12/the-attractions-of-fascism/	2	1403	
22439	2011-12-07	Annals of Interesting Peer Review Decisions	https://crookedtimber.org/2011/12/07/annals-of-interesting-peer-review-decisions/	2	2465	
22381	2011-12-02	3 Quarks Daily Prize	https://crookedtimber.org/2011/12/02/3-quarks-daily-prize/	2	944	
22324	2011-11-29	Gedankenexperiment	https://crookedtimber.org/2011/11/29/gedankenexperiment/	2	2833	
22322	2011-11-29	Thinking With Models	https://crookedtimber.org/2011/11/29/thinking-with-models/	2	1551	by/2011--ct-thinking-with-models.md
22317	2011-11-28	European Technocracy	https://crookedtimber.org/2011/11/28/european-technocracy/	2	2548	
22311	2011-11-26	Stupid revealed preference arguments …	https://crookedtimber.org/2011/11/26/stupid-revealed-preference-arguments/	2	2000	
22309	2011-11-26	Dives and Lazarus: An Economic Fairytale	https://crookedtimber.org/2011/11/26/dives-and-lazarus-an-economic-fairytale/	2	337	
22287	2011-11-23	The prospects for the Euro	https://crookedtimber.org/2011/11/23/the-prospects-for-the-euro/	2	369	
22256	2011-11-20	Eric Rauchway and Ari Kelman on the UC Davis disgrace	https://crookedtimber.org/2011/11/20/eric-rauchway-and-ari-kelman-on-the-uc-davis-disgrace/	2	4484	by/2011--ct-eric-rauchway-and-ari-kelman-on-the-uc-davis-disgrace.md
22240	2011-11-18	The ECB and the Davies Folk Theorem	https://crookedtimber.org/2011/11/18/the-ecb-and-the-davies-folk-theorem/	2	4723	by/2011--ct-the-ecb-and-the-davies-folk-theorem.md
22236	2011-11-18	Irish Economic Policy: ‘Suddenly, German is Being Spoken in Europe’ edition	https://crookedtimber.org/2011/11/18/irish-economic-policy-suddenly-german-is-being-spoken-in-europe-edition/	2	2428	
22228	2011-11-15	Occupy Wall Street Shutdown	https://crookedtimber.org/2011/11/15/occupy-wall-street-shutdown/	2	432	
22225	2011-11-14	Occupy Berkeley	https://crookedtimber.org/2011/11/14/occupy-berkeley/	2	1849	
22208	2011-11-10	The Rise of the Technocrats	https://crookedtimber.org/2011/11/10/the-rise-of-the-technocrats/	2	1518	
22205	2011-11-10	Nudge and Democracy	https://crookedtimber.org/2011/11/10/nudge-and-democracy/	2	1679	
22190	2011-11-08	The Circumstances of an Accident	https://crookedtimber.org/2011/11/08/the-circumstances-of-an-accident/	2	3337	
22136	2011-11-04	Occupy Greg Mankiw!	https://crookedtimber.org/2011/11/04/occupy-greg-mankiw/	2	4406	by/2011--ct-occupy-greg-mankiw.md
22123	2011-11-03	Guerrilla Librarians	https://crookedtimber.org/2011/11/03/stackanovism/	2	2181	
22107	2011-11-01	European democracy	https://crookedtimber.org/2011/11/01/european-democracy/	2	6564	by/2011--ct-european-democracy.md
22093	2011-10-29	New York City Cops	https://crookedtimber.org/2011/10/29/new-york-city-cops/	2	1217	
22009	2011-10-20	Doing Well By Doing Good	https://crookedtimber.org/2011/10/20/doing-well-by-doing-good/	2	1978	
21916	2011-10-10	The “Occupy Wall Street” Library	https://crookedtimber.org/2011/10/10/the-occupy-wall-street-library/	2	1253	
21850	2011-10-05	Flann O’Brien’s Birthday	https://crookedtimber.org/2011/10/05/flann-obriens-birthday/	2	2026	
21843	2011-10-03	Schauble “Going Rogue”	https://crookedtimber.org/2011/10/03/schauble-going-rogue/	2	2869	
21825	2011-09-29	Regime Change Doesn’t Work	https://crookedtimber.org/2011/09/29/regime-change-doesnt-work/	2	3480	
21751	2011-09-26	Colin Crouch – The Strange Non-Death of Neo-Liberalism	https://crookedtimber.org/2011/09/26/colin-crouch-the-strange-non-death-of-neo-liberalism/	2	10174	by/2011--ct-colin-crouch-the-strange-non-death-of-neo-liberalism.md
21734	2011-09-20	Collective Wisdom	https://crookedtimber.org/2011/09/20/collective-wisdom/	2	6303	by/2011--ct-collective-wisdom.md
21659	2011-09-14	The Effects of the Internet on Politics	https://crookedtimber.org/2011/09/14/the-effects-of-the-internet-on-politics/	2	1076	
21614	2011-09-08	Woodrow Wilson Fellowships	https://crookedtimber.org/2011/09/08/woodrow-wilson-fellowships/	2	604	
21606	2011-09-06	Neo-Liberalism Again	https://crookedtimber.org/2011/09/06/neo-liberalism-again/	2	5233	by/2011--ct-neo-liberalism-again.md
21602	2011-09-05	Bubble Trouble	https://crookedtimber.org/2011/09/05/bubble-trouble/	2	1867	
21467	2011-08-26	Grand Theft Kocherlakotau	https://crookedtimber.org/2011/08/26/grand-theft-kocherlakotau/	2	1830	
21343	2011-08-19	Small beer	https://crookedtimber.org/2011/08/19/small-beer/	2	5864	by/2011--ct-small-beer.md
21336	2011-08-18	Institutions and Politics syllabus	https://crookedtimber.org/2011/08/18/institutions-and-politics-syllabus/	2	13175	by/2011--ct-institutions-and-politics-syllabus.md
21292	2011-08-16	The Civil War as Tragedy	https://crookedtimber.org/2011/08/16/the-civil-war-and-tragedy/	2	2578	
21257	2011-08-15	Dummkoepfe	https://crookedtimber.org/2011/08/15/dummkoepfe/	2	4962	by/2011--ct-dummkoepfe.md
21243	2011-08-12	“The Duty of Journalists is to Tell The Truth”	https://crookedtimber.org/2011/08/12/the-duty-of-journalists-is-to-tell-the-trut/	2	2162	
21230	2011-08-11	Cyberbollocks	https://crookedtimber.org/2011/08/11/cyberbollocks/	2	1359	
21199	2011-08-10	Austerity and Social Protest	https://crookedtimber.org/2011/08/10/austerity-and-social-protest/	2	1040	
21189	2011-08-09	Academicjournals.org – Academic Review Spam?	https://crookedtimber.org/2011/08/09/academic-review-spam/	2	1441	
21179	2011-08-08	Google plus invites	https://crookedtimber.org/2011/08/08/google-plus-invites/	2	194	
21126	2011-08-04	Prebuttals	https://crookedtimber.org/2011/08/04/prebuttals/	2	3514	by/2011--ct-prebuttals.md
21104	2011-08-01	It was the blogosphere that did it.	https://crookedtimber.org/2011/08/01/it-was-the-blogosphere-that-did-it/	2	4213	by/2011--ct-it-was-the-blogosphere-that-did-it.md
21036	2011-07-25	Neo-Liberalism, the Submerged State and the Politics of Nudge	https://crookedtimber.org/2011/07/25/neo-liberalism-the-submerged-state-and-the-politics-of-nudge/	2	9194	by/2011--ct-neo-liberalism-the-submerged-state-and-the-politics-of.md
21032	2011-07-22	Ian Miller short	https://crookedtimber.org/2011/07/22/ian-miller-short/	2	505	
21012	2011-07-20	Post-Catholic Politically-Correct Pseudo-Consensual	https://crookedtimber.org/2011/07/20/21012/	2	3744	by/2011--ct-post-catholic-politically-correct-pseudo-consensual.md
20996	2011-07-19	Aaron Swartz indicted	https://crookedtimber.org/2011/07/19/aaron-swartz-indicted/	2	1350	
20991	2011-07-19	Left Neo-Liberalism and Theories of Politics	https://crookedtimber.org/2011/07/19/20991/	2	7539	by/2011--ct-left-neo-liberalism-and-theories-of-politics.md
20970	2011-07-18	The Limits of Left Neo-Liberalism	https://crookedtimber.org/2011/07/18/the-limits-of-left-neo-liberalism/	2	3486	
20956	2011-07-15	The Murdoch-Greenspan Nexus	https://crookedtimber.org/2011/07/15/the-murdoch-greenspan-nexus/	2	682	
20938	2011-07-12	SASE Mini-Conferences	https://crookedtimber.org/2011/07/12/sase-mini-conferences/	2	765	
20936	2011-07-11	Tabarrok v. Tabarrok	https://crookedtimber.org/2011/07/11/tabarrok-v-tabarrok/	2	2269	
20837	2011-07-05	Google Plus	https://crookedtimber.org/2011/07/05/google-plus/	2	1398	by/2011--ct-google-plus.md
20790	2011-07-01	Never Show Him Insolence, Confidence/Cause Who Supplies the Evidence	https://crookedtimber.org/2011/07/01/never-show-him-insolence-confidencecause-who-supplies-the-evidence/	2	3160	by/2011--ct-never-show-him-insolence-confidence-cause-who-supplies.md
20785	2011-06-29	Hailing	https://crookedtimber.org/2011/06/29/hailing/	2	3546	by/2011--ct-hailing.md
20769	2011-06-27	Why Is Ireland Such A Bastion of Anti-Israel Hatred?	https://crookedtimber.org/2011/06/27/why-is-ireland-such-a-bastion-of-anti-israel-feeling/	2	1600	
20698	2011-06-23	Review: Gary Herrigel’s Manufacturing Possibilities	https://crookedtimber.org/2011/06/23/review-gary-herrigels-manufacturing-possibilities/	2	56414	by/2011--ct-review-gary-herrigels-manufacturing-possibilities.md
20424	2011-06-13	Embassytown	https://crookedtimber.org/2011/06/13/embassytown/	2	7965	by/2011--ct-embassytown.md
20507	2011-06-08	APT on Nussbaum	https://crookedtimber.org/2011/06/08/20507/	2	3062	
20501	2011-06-07	Fritz Scharpf on the Eurozone mess	https://crookedtimber.org/2011/06/07/fritz-scharpf-on-the-eurozone-mess/	2	4500	by/2011--ct-fritz-scharpf-on-the-eurozone-mess.md
20497	2011-06-06	Tom Slee on Adapt	https://crookedtimber.org/2011/06/06/tom-slee-on-adapt/	2	1414	
20435	2011-06-04	The Blank #Slatepitch	https://crookedtimber.org/2011/06/04/the-blank-slatepitch/	2	4037	by/2011--ct-the-blank-slatepitch.md
20297	2011-05-27	Ghostwriters of Science	https://crookedtimber.org/2011/05/27/20297/	2	1689	
20120	2011-05-20	The Bernstein Singularity	https://crookedtimber.org/2011/05/20/the-bernstein-singularity/	2	1841	
20087	2011-05-18	The Conservative War against Sheep	https://crookedtimber.org/2011/05/18/the-war-against-sheep/	2	2276	
20005	2011-05-13	The Sustainability of Europe	https://crookedtimber.org/2011/05/13/the-sustainability-of-europe/	2	3434	
19993	2011-05-10	Count Me In With the Unsophisticated Six Year Olds	https://crookedtimber.org/2011/05/10/count-me-in-with-the-unsophisticated-six-year-olds/	2	7934	by/2011--ct-count-me-in-with-the-unsophisticated-six-year-olds.md
19989	2011-05-09	Justice Like the Hawk	https://crookedtimber.org/2011/05/09/justice-like-the-hawk/	2	5218	by/2011--ct-justice-like-the-hawk.md
19986	2011-05-07	David Hume’s Birthday	https://crookedtimber.org/2011/05/07/david-humes-birthday/	2	6028	by/2011--ct-david-humes-birthday.md
19865	2011-05-02	McLemee on the Twitter	https://crookedtimber.org/2011/05/02/mclemee-on-the-twitter/	2	207	
19772	2011-04-26	Hard Keynesianism in the European Union	https://crookedtimber.org/2011/04/26/hard-keynesianism-in-the-european-union/	2	19444	by/2011--ct-hard-keynesianism-in-the-european-union.md
19773	2011-04-22	The Anniversary	https://crookedtimber.org/2011/04/22/the-anniversary/	2	3258	
19738	2011-04-19	Against studying the Internet	https://crookedtimber.org/2011/04/19/against-studying-the-internet/	2	5591	by/2011--ct-against-studying-the-internet.md
19670	2011-04-14	The Civil War in America’s narrative	https://crookedtimber.org/2011/04/14/the-civil-war-in-americas-narrative/	2	2955	
19651	2011-04-11	The City and the City	https://crookedtimber.org/2011/04/11/the-city-and-the-city/	2	2135	
19646	2011-04-11	Well, their official publisher is called Veritas	https://crookedtimber.org/2011/04/11/well-their-official-publisher-is-called-veritas/	2	131	
19638	2011-04-08	Two Pieces on Europe	https://crookedtimber.org/2011/04/08/19638/	2	3437	
19620	2011-04-05	Hirschman perversity bingo	https://crookedtimber.org/2011/04/05/hirschman-perversity-bingo/	2	1712	
19586	2011-03-30	“With Notably Rare Exceptions”	https://crookedtimber.org/2011/03/30/with-notably-rare-exceptions/	2	1216	
19502	2011-03-26	Diana Wynne-Jones has died	https://crookedtimber.org/2011/03/26/dianna-wynne-jones-has-died/	2	416	
19481	2011-03-25	Shakedown artists	https://crookedtimber.org/2011/03/25/shakedown-artists/	2	5263	by/2011--ct-shakedown-artists.md
19445	2011-03-23	Hugo Nominations	https://crookedtimber.org/2011/03/23/hugo-nominations/	2	1218	
19402	2011-03-20	Conor Foley guestblogging	https://crookedtimber.org/2011/03/20/conor-foley-guestblogging/	2	330	
19344	2011-03-17	A simple model of disagreement among economists	https://crookedtimber.org/2011/03/17/a-simple-model-of-disagreement-among-economists/	2	6362	by/2011--ct-a-simple-model-of-disagreement-among-economists.md
19328	2011-03-16	Wisconsin comes to Washington	https://crookedtimber.org/2011/03/16/wisconsin-comes-to-washington/	2	105	
19250	2011-03-09	New Crooked Timber Blogger	https://crookedtimber.org/2011/03/09/19250/	2	330	
19226	2011-03-09	When the Machine Started	https://crookedtimber.org/2011/03/09/when-the-machine-started/	2	2314	
19203	2011-03-07	Clay Shirky guestpost	https://crookedtimber.org/2011/03/07/clay-shirky-guestpost/	2	613	
19169	2011-03-02	The Washington Post Editorial Page Strikes Again	https://crookedtimber.org/2011/03/02/the-washington-post-editorial-page-strikes-again/	2	2581	by/2011--ct-the-washington-post-editorial-page-strikes-again.md
19143	2011-02-28	The Intellectual Field	https://crookedtimber.org/2011/02/28/the-intellectual-field/	2	3261	by/2011--ct-the-intellectual-field.md
