date	category	title	henryfarrell_net_url	primary_external_url	other_urls	blurb_chars
2018-02-04	essay	Our Hackable Political Future The New York Times with Rick Perlstein	https://henryfarrell.net/our-hackable-political-future-the-new-york-times-with-rick-perlstein/	https://www.nytimes.com/2018/02/04/opinion/hacking-politics-future.html		1842
2018-01-17	essay	Saving Democratic Institutions from Corrupting Markets	https://henryfarrell.net/saving-democratic-institutions-from-corrupting-markets/	https://www.cato-unbound.org/2018/01/17/henry-farrell/saving-democratic-institutions-corrupting-markets		3348
2018-01-17	essay	American Democracy is an Easy Target	https://henryfarrell.net/american-democracy-is-an-easy-target/	http://foreignpolicy.com/2018/01/17/american-democracy-was-asking-for-it/		161
2018-01-16	essay	Philip K. Dick and the Fake Humans	https://henryfarrell.net/philip-k-dick-and-the-fake-humans-boston-review/	https://www.bostonreview.net/articles/henry-farrell-philip-k-dick-and-fake-humans/		2637
2017-12-19	essay	How Facebook Stymies Social Science	https://henryfarrell.net/how-facebook-stymies-social-science/	https://www.chronicle.com/article/How-Facebook-Stymies-Social/242090		929
2017-10-16	essay	This Year’s Economics Nobel winner Invented a Tool That’s Both Brilliant and Undemocratic	https://henryfarrell.net/this-years-economics-nobel-winner-invented-a-tool-thats-both-brilliant-and-undemocratic/	https://www.vox.com/the-big-idea/2017/10/16/16481836/nudges-thaler-nobel-economics-prize-undemocratic-tool		1655
2017-09-25	essay	Revolutionary Possibility (on China Mieville’s October)	https://henryfarrell.net/revolutionary-possibility-on-china-mievilles-october/	https://www.jacobinmag.com/2017/09/china-mieville-october-russian-revolution		2204
2017-09-04	essay	Brexit and the Northern Irish Border	https://henryfarrell.net/brexit-and-the-northern-irish-border/	https://www.foreignaffairs.com/articles/western-europe/2017-09-04/brexit-and-northern-irish-border?cid=int-lea&#038;pgtype=hpg		605
2017-08-30	essay	When Politics Drives Scholarship – with Steve Teles	https://henryfarrell.net/when-politics-drives-scholarship-with-steve-teles/	http://bostonreview.net/class-inequality/henry-farrell-steven-m-teles-when-politics-drives-scholarship		1679
2017-07-14	essay	Even the Intellectual Left is Drawn to Conspiracy Theories about the Right. Resist Them with Steven Teles	https://henryfarrell.net/even-the-intellectual-left-is-drawn-to-conspiracy-theories-about-the-right-resist-them-with-steven-teles/	https://www.vox.com/the-big-idea/2017/7/14/15967788/democracy-shackles-james-buchanan-intellectual-history-maclean		2345
2017-06-13	academic-article	Consensus, Dissensus and Economic Ideas: Economic Crisis and the Rise and Fall of Keynesianism – with John Quiggin	https://henryfarrell.net/consensus-dissensus-and-economic-ideas-economic-crisis-and-the-rise-and-fall-of-keynesianism/	https://doi.org/10.1093/isq/sqx010	https://doi.org/10.1093/isq/sqx010	1643
2017-05-30	essay	Trump’s No Hypocrite: And That’s Bad News for the International Order – with Martha Finnemore	https://henryfarrell.net/trumps-no-hypocrite-and-thats-bad-news-for-the-international-order-with-martha-finnemore/	https://www.foreignaffairs.com/articles/2017-05-30/trump-s-no-hypocrite		640
2017-03-31	academic-article	The Role of Effects, Saliencies and Norms in U.S. Cyberwar Doctrine – with Charles Glaser	https://henryfarrell.net/the-role-of-effects-saliencies-and-norms-in-u-s-cyberwar-doctrine/	https://doi.org/10.1093/cybsec/tyw015		1752
2017-02-01	academic-article	Brexit, Voice and Loyalty: Rethinking Electoral Politics in an Age of Interdependence – with Abraham Newman	https://henryfarrell.net/brexit-voice-and-loyalty-rethinking-electoral-politics-in-an-age-of-interdependence/	https://doi.org/10.1080/09692290.2017.1281831		1192
2017-01-15	essay	Facebook and Falsehood	https://henryfarrell.net/facebook-and-falsehood/	https://www.chronicle.com/article/FacebookFalsehood/238867		614
2017-01-01	essay	Disunited Kingdom	https://henryfarrell.net/disunited-kingdom/	http://democracyjournal.org/magazine/43/disunited-kingdom/		2000
2016-12-15	academic-article	The New Interdependence Approach: Theoretical Development and Empirical Demonstration – with Abraham Newman	https://henryfarrell.net/the-new-interdependence-approach-theoretical-development-and-empirical-demonstration/	https://doi.org/10.1080/09692290.2016.1247009		1561
2016-10-13	essay	How the Twilight of the Elites Explains Trump’s Appeal	https://henryfarrell.net/how-the-twilight-of-the-elites-explains-trumps-appeal/	http://www.vox.com/the-big-idea/2016/10/13/13259860/twilight-elites-trump-meritocracy		1646
2016-07-25	essay	Globalized Green Lanternism	https://henryfarrell.net/globalized-green-lanternism/	http://globalsummitry.oxfordjournals.org/content/early/2016/07/25/global.guw005		840
2016-06-28	essay	The Irish Question: The Consequences of Brexit	https://henryfarrell.net/the-irish-question-the-consequences-of-brexit/	https://www.foreignaffairs.com/articles/ireland/2016-06-28/irish-question		680
2016-05-02	book-chapter	“Global Institutions without a Global State,” in the Oxford Handbook on Historical Institutionalism – with Martha Finnemore – eds. Orfeo Fioretos, Tulia Falletti and Adam Sheingate	https://henryfarrell.net/global-institutions-without-a-global-state-oxford-handbook-on-historical-institutionalism-with-martha-finnemore-eds-orfeo-fioretos-tulia-falletti-and-adam-sheingate/	https://academic.oup.com/book/8563/chapter-abstract/154454595?redirectedFrom=fulltext		1084
2016-04-22	essay	The Panama Papers and Thomas Piketty: How the Leak May Transform Politics	https://henryfarrell.net/the-panama-papers-and-thomas-piketty-how-the-leak-may-transform-politics/	https://www.foreignaffairs.com/articles/world/2016-04-22/panama-papers-and-thomas-piketty		670
2016-03-09	essay	Bitcoin is Losing the Midas Touch	https://henryfarrell.net/bitcoin-is-losing-the-midas-touch/	https://www.ft.com/content/12e155dc-e5e4-11e5-a09b-1f8b0d268c39		1574
2016-03-07	essay	Called Out: The Global Consequences of Apple’s Fight with the FBI	https://henryfarrell.net/called-out-the-global-consequences-of-apples-fight-with-the-fbi/	https://www.foreignaffairs.com/articles/united-states/2016-03-07/called-out		626
2016-02-29	essay	Here Be Dragons	https://henryfarrell.net/here-be-dragons/	https://www.lawfareblog.com/here-be-dragons		3847
2015-12-14	essay	The Transatlantic Data War: Europe Fights Back against the NSA – with Abraham Newman	https://henryfarrell.net/the-transatlantic-data-war-europe-fights-back-against-the-nsa-with-abraham-newman/	https://www.foreignaffairs.com/articles/united-states/2015-12-14/transatlantic-data-war		887
2015-10-09	academic-article	Structuring Power: Business and Authority Beyond the Nation-State – with Abraham Newman	https://henryfarrell.net/structuring-power-business-and-authority-beyond-the-nation-state/	https://doi.org/10.1515/bap-2015-0007		1653
2015-06-19	book-chapter	“Cognitive Democracy,” in Youth, New Media and Political Participation – with Cosma Shalizi – eds. Danielle Allen and Jennifer Light	https://henryfarrell.net/cognitive-democracy-youth-new-media-and-political-participation-with-cosma-shalizi-eds-danielle-allen-and-jennifer-light/	https://doi.org/10.7208/9780226262437-011	https://www.degruyter.com/document/doi/10.7208/9780226262437-011/html?lang=en&amp;srsltid=AfmBOoqeSOb_34H4cdZt3va2Pc6YG_KBHdG0zkJ_MZdjHBn9lHckrzao	2289
2015-04-01	essay	Promoting Norms for Cyberspace	https://henryfarrell.net/promoting-norms-for-cyberspace/	https://www.cfr.org/report/promoting-norms-cyberspace		2594
2015-02-14	essay	Dark Leviathan	https://henryfarrell.net/dark-leviathan/	https://aeon.co/essays/why-the-hidden-internet-can-t-be-a-libertarian-paradise		1727
2014-11-11	essay	Ireland’s Cold War	https://henryfarrell.net/irelands-cold-war/	http://www.bostonreview.net/world/henry-farrell-ireland-cold-war-catholicism		1822
2014-10-30	essay	Big Brother’s Liberal Friends	https://henryfarrell.net/big-brothers-liberal-friends/	http://nationalinterest.org/feature/big-brother%E2%80%99s-liberal-friends-11515		2569
2014-08-10	academic-article	The New Politics of Interdependence: Cross-National Layering in Trans-Atlantic Regulatory Disputes – with Abraham Newman	https://henryfarrell.net/the-new-politics-of-interdependence-cross-national-layering-in-trans-atlantic-regulatory-disputes/	http://cps.sagepub.com/content/48/4/497.full.pdf+html		1358
2014-06-27	academic-article	New Problems, New Publics? Dewey and New Media	https://henryfarrell.net/new-problems-new-publics-dewey-and-new-media/	https://onlinelibrary.wiley.com/doi/abs/10.1002/1944-2866.POI363		797
2014-05-19	essay	Forget Me Not: What the EU’s New Internet Privacy Ruling Means for the United States – with Abraham Newman	https://henryfarrell.net/forget-me-not-what-the-eus-new-internet-privacy-ruling-means-for-the-united-states-with-abraham-newman/	https://www.foreignaffairs.com/articles/united-states/2014-05-19/forget-me-not		803
2014-03-28	essay	Domestic Institutions beyond the Nation-State: Charting the New Interdependence Approach – with Abraham Newman	https://henryfarrell.net/domestic-institutions-beyond-the-nation-state-charting-the-new-interdependence-approach/	https://www.cambridge.org/core/journals/world-politics	https://www.cambridge.org/core/journals/world-politics/volume/BAB2AB87A5DC7FBBD5948944E81914B7 | https://www.cambridge.org/core/journals/world-politics/issue/62EF509EA1E73AF763109D92A3E91CDF | https://www.cambridge.org/core/journals/world-politics/article/abs/domestic-institutions-beyond-the-nationstate-charting-the-new-interdependence-approach/7DE3D0A7988F221BCEC4A9988D68F38D	2159
2014-02-12	essay	Hypocrisy Hype (debate) with Michael Cohen and Martha Finnemore	https://henryfarrell.net/hypocrisy-hype-debate-with-michael-cohen-and-martha-finnemore/	http://www.foreignaffairs.com/articles/140760/michael-a-cohen-henry-farrell-and-martha-finnemore/hypocrisy-hype		688
2013-11-01	essay	The End of Hypocrisy with Martha Finnemore	https://henryfarrell.net/the-end-of-hypocrisy-with-martha-finnemore/	http://www.foreignaffairs.com/articles/140155/henry-farrell-and-martha-finnemore/the-end-of-hypocrisy		710
2013-10-01	essay	The Tech Intellectuals	https://henryfarrell.net/the-tech-intellectuals/	http://www.democracyjournal.org/30/the-tech-intellectuals.php		2473
2013-07-09	essay	Senseless Spying: The National Security Agency’s Self-Defeating Espionage Against the EU – with Abraham Newman	https://henryfarrell.net/senseless-spying-the-national-security-agencys-self-defeating-espionage-against-the-eu-with-abraham-newman/	http://www.foreignaffairs.com/articles/139567/henry-farrell-and-abraham-newman/senseless-spying		800
2013-07-03	essay	Half Poulantzas, Half Kindleberger	https://henryfarrell.net/half-poulantzas-half-kindleberger/	https://jacobin.com/2013/07/half-poulantzas-half-kindleberger/		912
2013-04-25	essay	There is no alternative	https://henryfarrell.net/there-is-no-alternative/	https://aeon.co/essays/the-left-is-now-too-weak-for-democracy-to-survive		2311
2013-03-22	essay	Tom Coburn Doesn’t Like Political Science	https://henryfarrell.net/tom-coburn-doesnt-like-political-science/	http://chronicle.com/blogs/conversation/2013/03/22/tom-coburn-doesnt-like-political-science		630
2013-03-15	academic-article	Watching from Afar: Media Consumption Patterns Around the Arab Spring – with Sean Aday, Deen Freelon, Marc Lynch, John Sides and Michael Dewar	https://henryfarrell.net/watching-from-afar-media-consumption-patterns-around-the-arab-spring/			1569
2013-03-02	essay	Slaves of Defunct Economists: Why Politicians Pursue Austerity Policies That Never Work	https://henryfarrell.net/slaves-of-defunct-economists-why-politicians-pursue-austerity-policies-that-never-work/	https://washingtonmonthly.com/2013/03/02/slaves-of-defunct-economists/		1298
2012-12-04	essay	A More Imperfect Union: On the European Central Bank	https://henryfarrell.net/a-more-imperfect-union-on-the-european-central-bank/	https://www.thenation.com/article/archive/more-imperfect-union-european-central-bank/		1853
2012-07-10	essay	Blogs and Bullets II: New Media and Conflict after the Arab Spring with Sean Aday, Marc Lynch, John Sides and Deen Freelon	https://henryfarrell.net/blogs-and-bullets-ii-new-media-and-conflict-after-the-arab-spring-with-sean-aday-marc-lynch-john-sides-and-deen-freelon/	http://www.usip.org/publications/blogs-and-bullets-ii-new-media-and-conflict-after-the-arab-spring		3859
2012-05-18	book-chapter	“Social Institutions among Economists in the Wake of the Financial Crisis,” in Economy and Society in Europe: A Relationship in Crisis – eds. Luigi Burroni, Maarten Keune and Gugliemo Mardi	https://henryfarrell.net/social-institutions-among-economists-in-the-wake-of-the-financial-crisis-in-economy-and-society-in-europe-a-relationship-in-crisis-eds-luigi-burroni-maarten-keune-and-gugliemo-mardi/	https://china.elgaronline.com/edcollchap/edcoll/9781849803656/9781849803656.00018.xml		612
2012-03-08	academic-article	The Consequences of the Internet for Politics	https://henryfarrell.net/the-consequences-of-the-internet-for-politics/	http://arjournals.annualreviews.org/eprint/9cMTd7KbkxQxxfWHas7c/full/10.1146/annurev-polisci-030810-110815		1156
2012-01-13	essay	Google and the Dread Pirate Roberts Strategy	https://henryfarrell.net/google-and-the-dread-pirate-roberts-strategy-2/	https://prospect.org/article/google-dread-pirate-roberts-strategy/		5988
2012-01-05	essay	How Enduring Is American Economic Inequality?	https://henryfarrell.net/how-enduring-is-american-economic-inequality-2/	https://prospect.org/article/enduring-american-economic-inequality/		1568
2011-12-06	essay	Zoned (On the European Union)	https://henryfarrell.net/zoned-on-the-european-union/	https://www.thenation.com/article/archive/zoned-european-union/		599
2011-11-05	essay	Do the Right Thing with – Cosma Shalizi	https://henryfarrell.net/do-the-right-thing-with-cosma-shalizi/	https://slate.com/technology/2011/11/does-nudge-policy-work-a-critique-of-sunstein-and-thaler.html		2091
2011-10-04	essay	Can the European Union Be Saved? with John Quiggin	https://henryfarrell.net/can-the-european-union-be-saved-with-john-quiggin/	https://www.thedailybeast.com/can-europe-be-saved/		1791
2011-08-30	essay	Bubble Trouble	https://henryfarrell.net/bubble-trouble/	https://prospect.org/culture/bubble-trouble/		3140
2011-04-26	essay	How to Save the Euro – and the EU: Reading Keynes in Brussels with John Quiggin	https://henryfarrell.net/how-to-save-the-euro-and-the-eu-reading-keynes-in-brussels-with-john-quiggin/	https://crookedtimber.org/2011/04/26/hard-keynesianism-in-the-european-union/		2603
2011-04-01	essay	Into the Breach: China Miéville’s Other Reality	https://henryfarrell.net/into-the-breach-china-mievilles-other-reality/	https://www.bostonreview.net/articles/henry-farrell-china-mieville/		1927
2011-01-01	essay	The State of Statelessness	https://henryfarrell.net/the-state-of-statelessness/	https://www.the-american-interest.com/2011/01/01/the-state-of-statelessness/		2805
2010-11-10	essay	A More Perfect Union	https://henryfarrell.net/a-more-perfect-union/	https://democracyjournal.org/magazine/18/a-more-perfect-union/		2742
2010-10-10	essay	Building a Political Science Public Sphere with Blogs with John Sides	https://henryfarrell.net/building-a-political-science-public-sphere-with-blogs-with-john-sides/	https://www.degruyter.com/document/doi/10.2202/1540-8884.1396/html?lang=en&#038;srsltid=AfmBOopsYX8-sxP55yOb-smYfQcX8TkVQThK4Dii39IicmnlKjGkiVj4		431
2010-10-09	academic-article	Making Global Markets: Historical Institutionalism in International Political Economy, Introduction to Special Issue on Historical Institutionalism and International Market Regulation – with Abraham Newman	https://henryfarrell.net/making-global-markets-historical-institutionalism-in-international-political-economy-introduction-to-special-issue-on-historical-institutionalism-and-international-market-regulation/			1489
2010-08-16	essay	Blogs and Bullets: New Media in Contentious Politics with Sean Aday, Marc Lynch, John Sides, John Kelly and Ethan Zuckerman,	https://henryfarrell.net/blogs-and-bullets-new-media-in-contentious-politics-with-sean-aday-marc-lynch-john-sides-john-kelly-and-ethan-zuckerman/	http://www.usip.org/files/resources/pw65.pdf		1004
2010-05-01	essay	Reading Milton Friedman in Dublin	https://henryfarrell.net/reading-milton-friedman-in-dublin/	https://washingtonmonthly.com/2010/05/01/reading-milton-friedman-in-dublin/		2110
2010-03-09	academic-article	Self-Segregation or Deliberation? Blog Readership, Participation and Polarization in American Politics – with Eric Lawrence and John Sides	https://henryfarrell.net/self-segregation-or-deliberation-blog-readership-participation-and-polarization-in-american-politics/	https://www.cambridge.org/core/journals/perspectives-on-politics/article/selfsegregation-or-deliberation-blog-readership-participation-and-polarization-in-american-politics/00D2B6743AAF448CDD1DA4FBB913BB05		1409
2010-02-26	essay	European Parliament Takes a Stand – with Abraham Newman	https://henryfarrell.net/european-parliament-takes-a-stand-with-abraham-newman/	https://foreignpolicy.com/2010/02/26/europes-parliament-takes-a-stand/		1189
2009-11-25	book-chapter	“Constructing Mid-Range Theories of Trust: The Role of Institutions” in Whom Can We Trust? How Groups, Networks, and Institutions Make Trust Possible (the Capstone volume of the Russell Sage Foundation project on Trust) – eds. Karen Cook, Russell Hardin and Margaret Levi	https://henryfarrell.net/constructing-mid-range-theories-of-trust-the-role-ofinstitutions-whom-can-we-trust-how-groups-networks-and-institutions-make-trust-possible-the-capstone-volume-of-the-russell-sage-foundation-pro/			1524
2009-07-31	book-chapter	The Invisible Transformation of the Co-decision Procedure: Problems of Democratic Legitimacy, Institutional Challenges in Post-Constitutional Europe: Governing Change eds. Catherine Moury and Luis de Sousa – with Adrienne Hèritier	https://henryfarrell.net/the-invisible-transformation-of-the-co-decision-procedure-problems-of-democratic-legitimacy-institutional-challenges-in-post-constitutional-europe-governing-change-eds-catherine-moury-and-luis-de/	https://www.sieps.se/en/publications/2003/the-invisible-transformation-of-codecision-problems-of-democratic-legitimacy-20037/		963
2009-06-25	essay	Do The Netroots Matter?	https://henryfarrell.net/do-the-netroots-matter/	https://prospect.org/culture/netroots-matter/		1983
2009-02-07	academic-article	Ontology, Methodology and Causation in the American School of International Political Economy – with Martha Finnemore	https://henryfarrell.net/methodology-and-causation-in-the-american-school-of-international-political-economy/			1602
2008-12-11	essay	Can Partisanship Save Citizenship?	https://henryfarrell.net/can-partisanship-save-citizenship/	https://prospect.org/features/can-partisanship-save-citizenship/		2703
2008-12-05	book-chapter	“Privacy in the Digital Age: States, Private Actors and Hybrid Arrangements,” in Governing Global Electronic Networks: International Perspectives on Power and Policy – eds. William Drake and Ernest Wilson	https://henryfarrell.net/private-actors-and-hybrid-arrangements-in-governing-global-electronic-networks-international-perspectives-on-power-and-policy-privacy-in-the-digital-age-states-eds-william-drake-and-ernest-wils/			1598
2008-10-09	academic-article	Institutions and Majority Rule in Online Communities – with Melissa Schwartzberg	https://henryfarrell.net/institutions-and-majority-rule-in-online-communities/	https://www.cambridge.org/core/journals/ethics-and-international-affairs/article/abs/norms-minorities-and-collective-choice-online/A697DC25B6743E451772C340DAB13E0A		2103
2008-07-07	book-chapter	“Socialist Surrealism: China Miéville’s New Crobuzon Novels,” in New Boundaries in Political Science Fiction – eds. Donald Hassler and Clyde Wilcox	https://henryfarrell.net/socialist-surrealism-china-mievilles-new-crobuzon-novels-new-boundaries-in-political-science-fiction-eds-donald-hassler-and-clyde-wilcox-university-of-south-carolina-press-2008/			1343
2008-03-01	essay	Balancing National Security and Commerce: Information Politics in the New Transatlantic Agenda	https://henryfarrell.net/balancing-national-security-and-commerce-information-politics-in-the-new-transatlantic-agenda/	https://www.jstor.org/stable/resrep18950		3854
2007-12-10	essay	Underworlds (Review Essay on Roberto Saviano’s Gomorrah)	https://henryfarrell.net/underworlds-review-essay-on-roberto-savianos-gomorrah/	https://www.thenation.com/article/archive/underworlds/		1628
2007-09-27	academic-article	Introduction: Blogs, Politics and Power – with Daniel W. Drezner	https://henryfarrell.net/introduction-blogs-politics-and-power/			872
2007-09-09	academic-article	The Power and Politics of Blogs	https://henryfarrell.net/the-power-and-politics-of-blogs/			785
2007-03-15	academic-article	“Conclusions,” in West European Politics – with Adrienne Hèritier	https://henryfarrell.net/conclusions/	https://www.tandfonline.com/toc/fwep20/30/2		912
2007-03-15	academic-article	Codecision and Institutional Change	https://henryfarrell.net/codecision-and-institutional-change/	https://www.tandfonline.com/doi/full/10.1080/01402380701239723		1167
2007-03-15	academic-article	Introduction: Contested Competences in the European Union	https://henryfarrell.net/introduction-contested-competences-in-the-european-union/	https://www.tandfonline.com/doi/full/10.1080/01402380701238741		1219
2007-03-09	academic-article	“Legislate or Delegate? Bargaining over Implementation and Legislative Authority in the European Union”	https://henryfarrell.net/legislate-or-delegate-bargaining-over-implementation-and-legislative-authority-in-the-european-union/	https://www.researchgate.net/publication/5015306_Legislate_or_Delegate_Bargaining_over_Implementation_and_Legislative_Authority_in_the_European_Union		1863
2006-09-14	essay	Bloggers and Parties: Can the Netroots Reshape American Democracy?	https://henryfarrell.net/bloggers-and-parties-can-the-netroots-reshape-american-democracy/	https://www.bostonreview.net/articles/henry-farrell-bloggers-and-parties-internet-politics/		4464
2006-08-17	academic-article	A Rationalist-Institutionalist Explanation of Endogenous Regional Integration	https://henryfarrell.net/a-rationalist-institutionalist-explanation-of-endogenous-regional-integration/	https://www.tandfonline.com/doi/abs/10.1080/13501760500044017		1217
2006-07-02	essay	Privacy in Europe Suffers in Terror War	https://henryfarrell.net/privacy-in-europe-suffers-in-terror-war/	https://www.ft.com/content/52fc56ba-09f5-11db-ac3b-0000779e2340		167
2006-06-01	academic-article	Regulating Information Flows: States, Private Actors and E-Commerce	https://henryfarrell.net/regulating-information-flows-states-private-actors-and-e-commerce/	https://www.annualreviews.org/content/journals/10.1146/annurev.polisci.9.060804.162744		1001
2006-03-06	essay	Remaking Fantasy: China Miéville’s New Crobuzon Novels	https://henryfarrell.net/remaking-fantasy-china-mievilles-new-crobuzon-novels/	https://www.nplusonemag.com/online-only/online-only/fantasy-remade-china-mi-villes-new-crobuzon-novels/		3384
2005-10-07	essay	The Blogosphere as a Carnival of Ideas	https://henryfarrell.net/the-blogosphere-as-a-carnival-of-ideas/	https://www.chronicle.com/article/the-blogosphere-as-a-carnival-of-ideas/		597
2005-09-01	book-chapter	“The Political Economy of the Internet and E-Commerce,” in Political Economy and the Changing Global Order (third edition) – eds. Richard Stubbs and Geoffrey R.D. Underhill	https://henryfarrell.net/the-political-economy-of-the-internet-and-e-commerce-in-political-economy-and-the-changing-global-order-third-edition-eds-richard-stubbs-and-geoffrey-r-d-underhill/			1761
2005-07-22	book-chapter	“Transnational Actors and the Transatlantic Relationship in E-Commerce” in The Negotiation of the Safe Harbor Arrangement, Creating a Transatlantic Marketplace – ed. Michelle Egan	https://henryfarrell.net/transnational-actors-and-the-transatlantic-relationship-in-e-commerce-the-negotiation-of-the-safe-harbor-arrangement-creating-a-transatlantic-marketplace-ed-michelle-egan/			1962
2005-06-09	academic-article	Trust and Political Economy: Comparing the Effects of Institutions on Inter-Firm Cooperation	https://henryfarrell.net/trust-and-political-economy-comparing-the-effects-of-institutions-on-inter-firm-cooperation/	https://journals.sagepub.com/doi/10.1177/0010414004273506		1073
2004-12-09	academic-article	Interorganizational Cooperation and Intraorganizational Power: Early Agreements under Codecision and Their Impact on the Parliament and the Council – with Adrienne Hèritier	https://henryfarrell.net/interorganizational-cooperation-and-intraorganizational-power-early-agreements-under-codecision-and-their-impact-on-the-parliament-and-the-council/	https://journals.sagepub.com/doi/abs/10.1177/0010414004269833		1515
2004-11-01	essay	Web of Influence – with Daniel W. Drezner	https://henryfarrell.net/web-of-influence-with-daniel-w-drezner/	https://foreignpolicy.com/2009/10/26/web-of-influence/		4840
2004-05-20	book-chapter	“Trust, Distrust, and Power” in Distrust – ed. Russell Hardin	https://henryfarrell.net/trust-distrust-and-power-in-distrust-ed-russell-hardin/			1486
2004-02-26	book-chapter	“Collective Goods in the Local Economy: The Packaging Machinery Cluster in Bologna,” Local Production Systems in Europe: Reconstruction and Innovation – with Ann-Louise Holten – ed. Colin Crouch, Patrick Le Galès, Carlo Trigilia and Helmut Voelzkow	https://henryfarrell.net/collective-goods-in-the-local-economy-the-packaging-machinery-cluster-in-bologna-local-production-systems-in-europe-reconstruction-and-innovation-with-ann-louise-holten-ed-colin-crouch-patric/	https://doi.org/10.1093/0199259402.003.0003		2055
2004-02-09	academic-article	Breaking the Path of Institutional Development: Alternatives to the New Determinism in Political Economy	https://henryfarrell.net/breaking-the-path-of-institutional-development-alternatives-to-the-new-determinism-in-political-economy/	https://journals.sagepub.com/doi/10.1177/1043463104039874		1481
2003-12-09	academic-article	Trust, Institutions and Institutional Evolution: Industrial Districts and the Social Capital Hypothesis – with Jack Knight	https://henryfarrell.net/trust-institutions-and-institutional-evolution-industrial-districts-and-the-social-capital-hypothesis/	https://journals.sagepub.com/doi/abs/10.1177/0032329203256954		839
2003-09-17	academic-article	Formal and Informal Institutions under Codecision: Continuous Constitution-Building in Europe – with Adrienne Hèritier	https://henryfarrell.net/formal-and-informal-institutions-under-codecision-continuous-constitution-building-in-europe/	https://onlinelibrary.wiley.com/doi/10.1111/1468-0491.00229		1403
2003-07-01	essay	The Invisible Transformation of the Co-decision Procedure: Problems of Democratic Legitimacy. – with Adrienne Hèritier	https://henryfarrell.net/the-invisible-transformation-of-the-co-decision-procedure-problems-of-democratic-legitimacy-with-adrienne-heritier/	https://www.sieps.se/en/publications/2003/the-invisible-transformation-of-codecision-problems-of-democratic-legitimacy-20037/		617
2003-04-15	academic-article	Constructing the International Foundations of E-Commerce: The EU-US Safe Harbor Arrangement	https://henryfarrell.net/constructing-the-international-foundations-of-e-commerce-the-eu-us-safe-harbor-arrangement/	https://www.cambridge.org/core/journals/international-organization/article/abs/constructing-the-international-foundations-of-ecommercethe-euus-safe-harbor-arrangement/1D142378F1DA602FC822B1A1A36AE02F		1507
2002-05-28	book-chapter	“Negotiating Privacy across Arenas – The EU-US ‘Safe Harbor’ Discussions,” in Common Goods: Reinventing European and International Governance – ed. Adrienne Hèritier	https://henryfarrell.net/negotiating-privacy-across-arenas-the-eu-us-safe-harbor-discussions-in-common-goods-reinventing-european-and-international-governance-ed-adrienne-heritier/			2120
2002-05-01	academic-article	Hybrid Institutions and the Law: Interface Solutions or Outlaw Arrangements?	https://henryfarrell.net/hybrid-institutions-and-the-law-interface-solutions-or-outlaw-arrangements/	https://www.degruyter.com/document/doi/10.1515/zfrs-2002-0103/html		1377
1999-01-09	academic-article	Piecing Together the Democratic Peace: The CSCE, Norms and the ‘Construction’ of Security in Post-Cold War Europe – With Gregory Flynn	https://henryfarrell.net/piecing-together-the-democratic-peace-the-csce-norms-and-the-construction-of-security-in-post-cold-war-europe/	https://www.cambridge.org/core/journals/international-organization/article/abs/piecing-together-the-democratic-peace-the-csce-norms-and-the-construction-of-security-in-postcold-war-europe/DB2E2515071761AE275F615049B0F61D		786
