year	month	date	title	url	wayback_index_snapshot	fetched	archived_byline	file
2005	09	2005-09-09	Steve Jobs to Studios: I Got the Power!	http://radar.oreilly.com/archives/2005/09/steve_jobs_to_studios_i_got_th.html	20051001063020	yes	tim	by/2005--radar-legacy-steve-jobs-to-studios-i-got-the-power.md
2005	09	2005-09-20	Second Life's stand on Intellectual Property	http://radar.oreilly.com/archives/2005/09/second_lifes_stand_on_intellec.html	20051001063020	yes	tim	by/2005--radar-legacy-second-life-s-stand-on-intellectual-property.md
2005	09	2005-09-19	Plague in World of Warcraft	http://radar.oreilly.com/archives/2005/09/plague_in_world_of_warcraft.html	20051001063020	yes	tim	by/2005--radar-legacy-plague-in-world-of-warcraft.md
2005	09	2005-09-09	Open Spectrum for Emergency Responders	http://radar.oreilly.com/archives/2005/09/open_spectrum_for_emergency_re_1.html	20051001063020	yes	tim	by/2005--radar-legacy-open-spectrum-for-emergency-responders.md
2005	09	2005-09-28	NY Times Op Ed on Author's Guild Suit Against Google	http://radar.oreilly.com/archives/2005/09/ny_times_op_ed_on_authors_guil.html	20051001063020	yes	tim	by/2005--radar-legacy-ny-times-op-ed-on-author-s-guild-suit-against-google.md
2005	09	2005-09-09	Mondo Mobile Market Disruption Coming	http://radar.oreilly.com/archives/2005/09/mondo_mobile_market_disruption.html	20051001063020	yes	tim	by/2005--radar-legacy-mondo-mobile-market-disruption-coming.md
2005	09	2005-09-09	Mashup Shows New Orleans flood on Boston Map	http://radar.oreilly.com/archives/2005/09/mashup_shows_new_orleans_flood_2.html	20051001063020	yes	tim	by/2005--radar-legacy-mashup-shows-new-orleans-flood-on-boston-map.md
2005	09	2005-09-17	Jon Udell Interviews Bill Gates	http://radar.oreilly.com/archives/2005/09/jon_udell_interviews_bill_gate.html	20051001063020	yes	tim	by/2005--radar-legacy-jon-udell-interviews-bill-gates.md
2005	09	2005-09-21	Author's Guild Suit, and Google's Response:  My Thoughts	http://radar.oreilly.com/archives/2005/09/authors_guild_suit_and_googles.html	20051001063020	yes	tim	by/2005--radar-legacy-author-s-guild-suit-and-google-s-response-my-thoughts.md
2005	08	2005-08-02	Yahoo! to release Shopping API	http://radar.oreilly.com/archives/2005/08/yahoo_to_releas.html	20050802235748	yes	tim	by/2005--radar-legacy-yahoo-to-release-shopping-api.md
2005	08	2005-08-08	The Future Belongs to Data	http://radar.oreilly.com/archives/2005/08/the_future_belo.html	20051001063020	yes	tim	by/2005--radar-legacy-the-future-belongs-to-data.md
2005	08	2005-08-03	The Cornucopia of the Commons	http://radar.oreilly.com/archives/2005/08/the_cornucopia.html	20051001063020	yes	tim	by/2005--radar-legacy-the-cornucopia-of-the-commons.md
2005	08	2005-08-05	TCP/IP and Shipping Containers	http://radar.oreilly.com/archives/2005/08/tcpip_and_shipp.html	20051001063020	yes	tim	by/2005--radar-legacy-tcp-ip-and-shipping-containers.md
2005	08	2005-08-03	Spikesource TestFest:  $20,000 in Prizes	http://radar.oreilly.com/archives/2005/08/spikesource_tes.html	20051001063020	yes	tim	by/2005--radar-legacy-spikesource-testfest-20-000-in-prizes.md
2005	08	2005-08-18	SmugMug Maps goes live	http://radar.oreilly.com/archives/2005/08/smugmug_maps_go.html	20051001063020	yes	tim	by/2005--radar-legacy-smugmug-maps-goes-live.md
2005	08	2005-08-23	Search Engine Spam?	http://radar.oreilly.com/archives/2005/08/search_engine_s_2.html	20051001063020	yes	tim	by/2005--radar-legacy-search-engine-spam.md
2005	08	2005-08-17	Save the Stanford Radio Dishes	http://radar.oreilly.com/archives/2005/08/save_the_stanfo.html	20051001063020	yes	tim	by/2005--radar-legacy-save-the-stanford-radio-dishes.md
2005	08	2005-08-13	Readership Has Its Privileges:   Web 2.0 Invite Only Price	http://radar.oreilly.com/archives/2005/08/readership_has.html	20051001063020	yes	tim	by/2005--radar-legacy-readership-has-its-privileges-web-2-0-invite-only-price.md
2005	08	2005-08-05	ROI or ROE?	http://radar.oreilly.com/archives/2005/08/roi_or_roe.html	20051001063020	yes	tim	by/2005--radar-legacy-roi-or-roe.md
2005	08	2005-08-05	Oscon the Next Comdex?	http://radar.oreilly.com/archives/2005/08/oscon_the_next.html	20051001063020	yes	tim	by/2005--radar-legacy-oscon-the-next-comdex.md
2005	08	2005-08-01	Open Source Business Readiness Ratings	http://radar.oreilly.com/archives/2005/08/open_source_bus.html	20050802235748	yes	tim	by/2005--radar-legacy-open-source-business-readiness-ratings.md
2005	08	2005-08-03	OSCON-related blog aggregator	http://radar.oreilly.com/archives/2005/08/osconrelated_bl.html	20051001063020	yes	tim	by/2005--radar-legacy-oscon-related-blog-aggregator.md
2005	08	2005-08-01	O'Reilly Connection Beta Launches	http://radar.oreilly.com/archives/2005/08/oreilly_connect.html	20050802235748	yes	tim	by/2005--radar-legacy-o-reilly-connection-beta-launches.md
2005	08	2005-08-05	Not 2.0?	http://radar.oreilly.com/archives/2005/08/not_20.html	20051001063020	yes	tim	by/2005--radar-legacy-not-2-0.md
2005	08	2005-08-01	New OScon Session:  Hard Numbers Behind the O'Reilly Radar	http://radar.oreilly.com/archives/2005/08/new_oscon_sessi.html	20050802235748	yes	tim	by/2005--radar-legacy-new-oscon-session-hard-numbers-behind-the-o-reilly-radar.md
2005	08	2005-08-05	Just in time for early xmas shopping	http://radar.oreilly.com/archives/2005/08/just_in_time_fo.html	20051001063020	yes	tim	by/2005--radar-legacy-just-in-time-for-early-xmas-shopping.md
2005	08	2005-08-25	How to Save the Web from Splogonoma	http://radar.oreilly.com/archives/2005/08/how_to_save_the.html	20051001063020	yes	tim	by/2005--radar-legacy-how-to-save-the-web-from-splogonoma.md
2005	08	2005-08-14	HG Wells on the World Brain	http://radar.oreilly.com/archives/2005/08/hg_wells_on_the.html	20051001063020	yes	tim	by/2005--radar-legacy-hg-wells-on-the-world-brain.md
2005	08	2005-08-01	Great Rant by Cory on Apple and DRM	http://radar.oreilly.com/archives/2005/08/great_rant_by_c.html	20050802235748	yes	tim	by/2005--radar-legacy-great-rant-by-cory-on-apple-and-drm.md
2005	08	2005-08-13	Google Library vs.  Publishers	http://radar.oreilly.com/archives/2005/08/google_library.html	20051001063020	yes	tim	by/2005--radar-legacy-google-library-vs-publishers.md
2005	08	2005-08-06	Differing Google/MSN News results	http://radar.oreilly.com/archives/2005/08/differing_googl.html	20051001063020	yes	tim	by/2005--radar-legacy-differing-google-msn-news-results.md
2005	08	2005-08-14	Data Farming, not Data Mining	http://radar.oreilly.com/archives/2005/08/data_farming_no.html	20051001063020	yes	tim	by/2005--radar-legacy-data-farming-not-data-mining.md
2005	08	2005-08-11	Continuing the Conversation with Tim Bray	http://radar.oreilly.com/archives/2005/08/continuing_the.html	20051001063020	yes	tim	by/2005--radar-legacy-continuing-the-conversation-with-tim-bray.md
2005	08	2005-08-15	Building Social Modeling Tools	http://radar.oreilly.com/archives/2005/08/building_social.html	20051001063020	yes	tim	by/2005--radar-legacy-building-social-modeling-tools.md
2005	08	2005-08-17	BAR Camp!	http://radar.oreilly.com/archives/2005/08/bar_camp.html	20051001063020	yes	tim	by/2005--radar-legacy-bar-camp.md
2005	08	2005-08-06	Amazon's Long Tail Not So Long	http://radar.oreilly.com/archives/2005/08/amazons_long_ta.html	20051001063020	yes	tim	by/2005--radar-legacy-amazon-s-long-tail-not-so-long.md
2005	08	2005-08-19	66% of blog readers never heard of RSS	http://radar.oreilly.com/archives/2005/08/66_of_blog_read.html	20051001063020	yes	tim	by/2005--radar-legacy-66-of-blog-readers-never-heard-of-rss.md
2005	08	2005-08-11	"""Hacker"" Term misused again"	http://radar.oreilly.com/archives/2005/08/hacker_term_mis.html	20051001063020	yes	tim	by/2005--radar-legacy-hacker-term-misused-again.md
2005	07	2005-07-25	Yahoo! Buys Konfabulator	http://radar.oreilly.com/archives/2005/07/yahoo_buys_konf.html	20050802235748	yes	tim	by/2005--radar-legacy-yahoo-buys-konfabulator.md
2005	07	2005-07-05	Web 2.0 to be built on the backs of hackers	http://radar.oreilly.com/archives/2005/07/web_20_to_be_bu.html	20050802235748	yes	tim	by/2005--radar-legacy-web-2-0-to-be-built-on-the-backs-of-hackers.md
2005	07	2005-07-13	The WayBack Machine, controversy and back story	http://radar.oreilly.com/archives/2005/07/the_wayback_mac.html	20050802235748	yes	tim	by/2005--radar-legacy-the-wayback-machine-controversy-and-back-story.md
2005	07	2005-07-18	The Real Video IPod Play?	http://radar.oreilly.com/archives/2005/07/the_real_video.html	20050802235748	yes	tim	by/2005--radar-legacy-the-real-video-ipod-play.md
2005	07	2005-07-24	The Mathematics of War	http://radar.oreilly.com/archives/2005/07/the_mathematics.html	20050802235748	yes	tim	by/2005--radar-legacy-the-mathematics-of-war.md
2005	07	2005-07-16	The Long Emergency	http://radar.oreilly.com/archives/2005/07/the_long_emerge.html	20050802235748	yes	tim	by/2005--radar-legacy-the-long-emergency.md
2005	07	2005-07-13	The Death of Print?  Not Yet.	http://radar.oreilly.com/archives/2005/07/the_death_of_pr.html	20050802235748	yes	tim	by/2005--radar-legacy-the-death-of-print-not-yet.md
2005	07	2005-07-06	Swik - wiki meets open source software download	http://radar.oreilly.com/archives/2005/07/swik_wiki_meets.html	20050802235748	yes	tim	by/2005--radar-legacy-swik-wiki-meets-open-source-software-download.md
2005	07	2005-07-14	Speaking of the Open Source Business Review	http://radar.oreilly.com/archives/2005/07/speaking_of_the.html	20050802235748	yes	tim	by/2005--radar-legacy-speaking-of-the-open-source-business-review.md
2005	07	2005-07-16	Sometimes it takes someone else to replay what you said	http://radar.oreilly.com/archives/2005/07/things_i_didnt.html	20050802235748	yes	tim	by/2005--radar-legacy-sometimes-it-takes-someone-else-to-replay-what-you-said.md
2005	07	2005-07-14	Research Fellow opening at Eyebeam	http://radar.oreilly.com/archives/2005/07/research_fellow.html	20050802235748	yes	tim	by/2005--radar-legacy-research-fellow-opening-at-eyebeam.md
2005	07	2005-07-11	Public Knowledge:  2005 IP3 Awards	http://radar.oreilly.com/archives/2005/07/public_knowledg.html	20050802235748	yes	tim	by/2005--radar-legacy-public-knowledge-2005-ip3-awards.md
2005	07	2005-07-13	Perl Best Practices - Lovely Book	http://radar.oreilly.com/archives/2005/07/perl_best_pract.html	20050802235748	yes	tim	by/2005--radar-legacy-perl-best-practices-lovely-book.md
2005	07	2005-07-16	On Failing to Think Long Term	http://radar.oreilly.com/archives/2005/07/on_failing_to_t.html	20050802235748	yes	tim	by/2005--radar-legacy-on-failing-to-think-long-term.md
2005	07	2005-07-02	Netcraft Reports Surge in New Sites	http://radar.oreilly.com/archives/2005/07/netcraft_report.html	20050802235748	yes	tim	by/2005--radar-legacy-netcraft-reports-surge-in-new-sites.md
2005	07	2005-07-18	My Real Social Network	http://radar.oreilly.com/archives/2005/07/my_real_social.html	20050802235748	yes	tim	by/2005--radar-legacy-my-real-social-network.md
2005	07	2005-07-13	More Intermixture of Real and Virtual	http://radar.oreilly.com/archives/2005/07/more_intermixtu.html	20050802235748	yes	tim	by/2005--radar-legacy-more-intermixture-of-real-and-virtual.md
2005	07	2005-07-06	Mad Scientist's Club at Squid Labs in Emeryville	http://radar.oreilly.com/archives/2005/07/mad_scientists.html	20050802235748	yes	tim	by/2005--radar-legacy-mad-scientist-s-club-at-squid-labs-in-emeryville.md
2005	07	2005-07-20	"License Plate ""Guns"" and Privacy"	http://radar.oreilly.com/archives/2005/07/license_plate_g.html	20050802235748	yes	tim	by/2005--radar-legacy-license-plate-guns-and-privacy.md
2005	07	2005-07-13	Jared Diamond at Fort Mason Friday night	http://radar.oreilly.com/archives/2005/07/jared_diamond_a.html	20050802235748	yes	tim	by/2005--radar-legacy-jared-diamond-at-fort-mason-friday-night.md
2005	07	2005-07-09	Is Perl Still Relevant?	http://radar.oreilly.com/archives/2005/07/is_perl_still_r.html	20050802235748	yes	tim	by/2005--radar-legacy-is-perl-still-relevant.md
2005	07	2005-07-14	Guns, Germs and Open Source	http://radar.oreilly.com/archives/2005/07/guns_germs_and.html	20050802235748	yes	tim	by/2005--radar-legacy-guns-germs-and-open-source.md
2005	07	2005-07-15	Google Earth Movies, for Free	http://radar.oreilly.com/archives/2005/07/google_earth_mo.html	20050802235748	yes	tim	by/2005--radar-legacy-google-earth-movies-for-free.md
2005	07	2005-07-09	Dog Poop Girl:  Shame Attack on the Net	http://radar.oreilly.com/archives/2005/07/dog_poop_girl_s.html	20050802235748	yes	tim	by/2005--radar-legacy-dog-poop-girl-shame-attack-on-the-net.md
2005	07	2005-07-10	Data Should Be the Intel Outside	http://radar.oreilly.com/archives/2005/07/data_should_be.html	20050802235748	yes	tim	by/2005--radar-legacy-data-should-be-the-intel-outside.md
2005	07	2005-07-06	Cory Doctorow Booksigning in SecondLife	http://radar.oreilly.com/archives/2005/07/cory_doctorow_b.html	20050802235748	yes	tim	by/2005--radar-legacy-cory-doctorow-booksigning-in-secondlife.md
2005	07	2005-07-07	Compliments on Make from Steve Riggio	http://radar.oreilly.com/archives/2005/07/compliments_on.html	20050802235748	yes	tim	by/2005--radar-legacy-compliments-on-make-from-steve-riggio.md
2005	07	2005-07-15	CollabNet Team Edition	http://radar.oreilly.com/archives/2005/07/collabnet_team_1.html	20050802235748	yes	tim	by/2005--radar-legacy-collabnet-team-edition.md
2005	07	2005-07-02	CodeCamp	http://radar.oreilly.com/archives/2005/07/microsoft_codec.html	20050802235748	yes	tim	by/2005--radar-legacy-codecamp.md
2005	07	2005-07-05	Change the positioning, change the rules	http://radar.oreilly.com/archives/2005/07/change_the_posi.html	20050802235748	yes	tim	by/2005--radar-legacy-change-the-positioning-change-the-rules.md
2005	07	2005-07-20	Ads the reason movie theater revenue declining?	http://radar.oreilly.com/archives/2005/07/ads_the_reason.html	20050802235748	yes	tim	by/2005--radar-legacy-ads-the-reason-movie-theater-revenue-declining.md
2005	06	2005-06-26	Wil Shipley (of Omni* fame)'s Talk at WWDC	http://radar.oreilly.com/archives/2005/06/wil_shipley_of.html	20050701233258	yes	tim	by/2005--radar-legacy-wil-shipley-of-omni-fame-s-talk-at-wwdc.md
2005	06	2005-06-29	Web Content By and For the Masses	http://radar.oreilly.com/archives/2005/06/web_content_by.html	20050701233258	yes	tim	by/2005--radar-legacy-web-content-by-and-for-the-masses.md
2005	06	2005-06-13	Web 2.0 version 2 - Your Help Needed	http://radar.oreilly.com/archives/2005/06/web_20_version.html	20050701233258	yes	tim	by/2005--radar-legacy-web-2-0-version-2-your-help-needed.md
2005	06	2005-06-13	Unintended Consequences of Google Pre-fetch	http://radar.oreilly.com/archives/2005/06/unintended_cons.html	20050701233258	yes	tim	by/2005--radar-legacy-unintended-consequences-of-google-pre-fetch.md
2005	06	2005-06-13	Two Cultures?	http://radar.oreilly.com/archives/2005/06/two_cultures.html	20050701233258	yes	tim	by/2005--radar-legacy-two-cultures.md
2005	06	2005-06-18	The Rise of Open Source Java	http://radar.oreilly.com/archives/2005/06/the_rise_of_ope.html	20050701233258	yes	tim	by/2005--radar-legacy-the-rise-of-open-source-java.md
2005	06	2005-06-05	The Globalization Game	http://radar.oreilly.com/archives/2005/06/the_globalizati.html	20050701233258	yes	tim	by/2005--radar-legacy-the-globalization-game.md
2005	06	2005-06-26	The Attack on Public Broadcasting	http://radar.oreilly.com/archives/2005/06/the_attack_on_p.html	20050701233258	yes	tim	by/2005--radar-legacy-the-attack-on-public-broadcasting.md
2005	06	2005-06-10	The 21st Century Medieval City	http://radar.oreilly.com/archives/2005/06/the_21st_centur.html	20050701233258	yes	tim	by/2005--radar-legacy-the-21st-century-medieval-city.md
2005	06	2005-06-06	TestFest June 17 at SpikeSource	http://radar.oreilly.com/archives/2005/06/testfest_june_1.html	20050701233258	yes	tim	by/2005--radar-legacy-testfest-june-17-at-spikesource.md
2005	06	2005-06-15	Steve Jobs' Commencement Speech at Stanford	http://radar.oreilly.com/archives/2005/06/steve_jobs_comm.html	20050701233258	yes	tim	by/2005--radar-legacy-steve-jobs-commencement-speech-at-stanford.md
2005	06	2005-06-05	Speed of Testing and Integration	http://radar.oreilly.com/archives/2005/06/speed_of_testin.html	20050701233258	yes	tim	by/2005--radar-legacy-speed-of-testing-and-integration.md
2005	06	2005-06-03	Small World...	http://radar.oreilly.com/archives/2005/06/small_world.html	20050701233258	yes	tim	by/2005--radar-legacy-small-world.md
2005	06	2005-06-13	Review of Gershenfeld's Fab on Slashdot	http://radar.oreilly.com/archives/2005/06/review_of_gersh.html	20050701233258	yes	tim	by/2005--radar-legacy-review-of-gershenfeld-s.md
2005	06	2005-06-10	Report on visit to Sensors Expo	http://radar.oreilly.com/archives/2005/06/report_on_visit.html	20050701233258	yes	tim	by/2005--radar-legacy-report-on-visit-to-sensors-expo.md
2005	06	2005-06-03	Real Estate Development in Virtual Worlds	http://radar.oreilly.com/archives/2005/06/real_estate_dev.html	20050701233258	yes	tim	by/2005--radar-legacy-real-estate-development-in-virtual-worlds.md
2005	06	2005-06-21	Planck knowledge and chauffeur knowledge	http://radar.oreilly.com/archives/2005/06/planck_knowledg.html	20050701233258	yes	tim	by/2005--radar-legacy-planck-knowledge-and-chauffeur-knowledge.md
2005	06	2005-06-04	Paid Podcasting?	http://radar.oreilly.com/archives/2005/06/paid_podcasting.html	20050701233258	yes	tim	by/2005--radar-legacy-paid-podcasting.md
2005	06	2005-06-16	Online Poker Played by Bots	http://radar.oreilly.com/archives/2005/06/online_poker_pl.html	20050701233258	yes	tim	by/2005--radar-legacy-online-poker-played-by-bots.md
2005	06	2005-06-06	"NextGen Macromedia Flash Tool ""Zorn"" to Run on Eclipse"	http://radar.oreilly.com/archives/2005/06/nextgen_macrome.html	20050701233258	yes	tim	by/2005--radar-legacy-nextgen-macromedia-flash-tool-zorn-to-run-on-eclipse.md
2005	06	2005-06-24	New Microsoft RSS Extensions	http://radar.oreilly.com/archives/2005/06/new_microsoft_r.html	20050701233258	yes	tim	by/2005--radar-legacy-new-microsoft-rss-extensions.md
2005	06	2005-06-01	NSF Grant Awarded to Study Coordination in OSS Projects	http://radar.oreilly.com/archives/2005/06/nsf_grant_award.html	20050701233258	yes	tim	by/2005--radar-legacy-nsf-grant-awarded-to-study-coordination-in-oss-projects.md
2005	06	2005-06-29	"More ""Make Tanks"" Than I Realized"	http://radar.oreilly.com/archives/2005/06/more_make_tanks.html	20050701233258	yes	tim	by/2005--radar-legacy-more-make-tanks-than-i-realized.md
2005	06	2005-06-29	Microsoft Atlas:  Response to AJAX	http://radar.oreilly.com/archives/2005/06/microsoft_atlas.html	20050701233258	yes	tim	by/2005--radar-legacy-microsoft-atlas-response-to-ajax.md
2005	06	2005-06-29	Mark Cuban on Grokster	http://radar.oreilly.com/archives/2005/06/mark_cuban_on_g.html	20050701233258	yes	tim	by/2005--radar-legacy-mark-cuban-on-grokster.md
2005	06	2005-06-04	Let the Price Wars Begin?	http://radar.oreilly.com/archives/2005/06/let_the_price_w.html	20050701233258	yes	tim	by/2005--radar-legacy-let-the-price-wars-begin.md
2005	06	2005-06-05	Japan Squeezes to Get The Most Out of Costly Fuel	http://radar.oreilly.com/archives/2005/06/japan_squeezes.html	20050701233258	yes	tim	by/2005--radar-legacy-japan-squeezes-to-get-the-most-out-of-costly-fuel.md
2005	06	2005-06-29	Ireland the Second Richest Country in Europe	http://radar.oreilly.com/archives/2005/06/ireland_the_sec.html	20050701233258	yes	tim	by/2005--radar-legacy-ireland-the-second-richest-country-in-europe.md
2005	06	2005-06-05	Inside Hedge Funds	http://radar.oreilly.com/archives/2005/06/inside_hedge_fu.html	20050701233258	yes	tim	by/2005--radar-legacy-inside-hedge-funds.md
2005	06	2005-06-14	Google Maps + Yahoo! Traffic Back Online	http://radar.oreilly.com/archives/2005/06/google_maps_yah.html	20050701233258	yes	tim	by/2005--radar-legacy-google-maps-yahoo-traffic-back-online.md
2005	06	2005-06-05	Good Discussion of Apple/Intel Rumors	http://radar.oreilly.com/archives/2005/06/good_discussion.html	20050701233258	yes	tim	by/2005--radar-legacy-good-discussion-of-apple-intel-rumors.md
2005	06	2005-06-25	Flash Memory to Replace Hard Drives in Portables?	http://radar.oreilly.com/archives/2005/06/flash_memory_to.html	20050701233258	yes	tim	by/2005--radar-legacy-flash-memory-to-replace-hard-drives-in-portables.md
2005	06	2005-06-07	Enterprise focus at Apple's WWDC	http://radar.oreilly.com/archives/2005/06/enterprise_focu.html	20050701233258	yes	tim	by/2005--radar-legacy-enterprise-focus-at-apple-s-wwdc.md
2005	06	2005-06-21	EBay Launches New Developer Portal	http://radar.oreilly.com/archives/2005/06/ebay_launches_n.html	20050701233258	yes	tim	by/2005--radar-legacy-ebay-launches-new-developer-portal.md
2005	06	2005-06-24	Buying the Cow, Though the Milk is Free	http://radar.oreilly.com/archives/2005/06/buying_the_cow.html	20050701233258	yes	tim	by/2005--radar-legacy-buying-the-cow-though-the-milk-is-free.md
2005	06	2005-06-13	Book buyers too busy to browse?	http://radar.oreilly.com/archives/2005/06/book_buyers_too.html	20050701233258	yes	tim	by/2005--radar-legacy-book-buyers-too-busy-to-browse.md
2005	06	2005-06-02	Apple Wants Your Widgets	http://radar.oreilly.com/archives/2005/06/apple_wants_you.html	20050701233258	duplicate	tim	
2005	06	2005-06-02	Anil Dash, Goatse, and Social Hacking	http://radar.oreilly.com/archives/2005/06/anil_dash_goats.html	20050701233258	yes	tim	by/2005--radar-legacy-anil-dash-goatse-and-social-hacking.md
2005	06	2005-06-02	A Word Processor for the Genome?	http://radar.oreilly.com/archives/2005/06/a_word_processo.html	20050701233258	yes	tim	by/2005--radar-legacy-a-word-processor-for-the-genome.md
2005	06	2005-06-20	"""Denial of Sleep"" Anti-Sensor Attacks"	http://radar.oreilly.com/archives/2005/06/denial_of_sleep.html	20050701233258	yes	tim	by/2005--radar-legacy-denial-of-sleep-anti-sensor-attacks.md
2005	05	2005-05-02	View Source in Flash!	http://radar.oreilly.com/archives/2005/05/view_source_in.html	20050701233258	yes	tim	by/2005--radar-legacy-view-source-in-flash.md
2005	05	2005-05-29	"US Army to Deploy RFID ""Listening Rocks"""	http://radar.oreilly.com/archives/2005/05/us_army_to_depl.html	20050701233258	yes	tim	by/2005--radar-legacy-us-army-to-deploy-rfid-listening-rocks.md
2005	05	2005-05-24	Tit for Tat:  Apple vs. Yahoo! Betting Pools	http://radar.oreilly.com/archives/2005/05/tit_for_tat_app.html	20050701233258	yes	tim	by/2005--radar-legacy-tit-for-tat-apple-vs-yahoo-betting-pools.md
2005	05	2005-05-10	Thought Thieves Film Competition???	http://radar.oreilly.com/archives/2005/05/thought_thieves.html	20050701233258	yes	tim	by/2005--radar-legacy-thought-thieves-film-competition.md
2005	05	2005-05-19	The Fragility of Judgment	http://radar.oreilly.com/archives/2005/05/the_fragility_o.html	20050701233258	yes	tim	by/2005--radar-legacy-the-fragility-of-judgment.md
2005	05	2005-05-31	The Embedded Sensor Revolution	http://radar.oreilly.com/archives/2005/05/the_embedded_se.html	20050701233258	yes	tim	by/2005--radar-legacy-the-embedded-sensor-revolution.md
2005	05	2005-05-08	Tech: A hostile environment for US Programmers?	http://radar.oreilly.com/archives/2005/05/tech_a_hostile.html	20050701233258	yes	tim	by/2005--radar-legacy-tech-a-hostile-environment-for-us-programmers.md
2005	05	2005-05-07	Rumpelstiltskin meme on the loose	http://radar.oreilly.com/archives/2005/05/rumpelstiltskin_1.html	20050701233258	yes	tim	by/2005--radar-legacy-rumpelstiltskin-meme-on-the-loose.md
2005	05	2005-05-16	Remaking Advertising As Conversation	http://radar.oreilly.com/archives/2005/05/remaking_advert.html	20050701233258	yes	tim	by/2005--radar-legacy-remaking-advertising-as-conversation.md
2005	05	2005-05-22	Podcast support in next version of iTunes	http://radar.oreilly.com/archives/2005/05/podcast_support.html	20050701233258	yes	tim	by/2005--radar-legacy-podcast-support-in-next-version-of-itunes.md
2005	05	2005-05-24	Number of books sold vs. published	http://radar.oreilly.com/archives/2005/05/number_of_books.html	20050701233258	yes	tim	by/2005--radar-legacy-number-of-books-sold-vs-published.md
2005	05	2005-05-23	Notes from Bill Gates interview at D	http://radar.oreilly.com/archives/2005/05/notes_from_bill.html	20050701233258	yes	tim	by/2005--radar-legacy-notes-from-bill-gates-interview-at-d.md
2005	05	2005-05-12	New Internet-inspired radio show on Public Radio	http://radar.oreilly.com/archives/2005/05/new_internetins.html	20050701233258	yes	tim	by/2005--radar-legacy-new-internet-inspired-radio-show-on-public-radio.md
2005	05	2005-05-19	Gapingvoid:  Blog as conversational advertising...	http://radar.oreilly.com/archives/2005/05/oreilly_develop.html	20050701233258	yes	tim	by/2005--radar-legacy-gapingvoid-blog-as-conversational-advertising.md
2005	05	2005-05-07	Computer Book Market Continues Upward Trend	http://radar.oreilly.com/archives/2005/05/computer_book_m.html	20050701233258	yes	tim	by/2005--radar-legacy-computer-book-market-continues-upward-trend.md
2005	05	2005-05-20	Advertising as Conversation, Part Two	http://radar.oreilly.com/archives/2005/05/advertising_as.html	20050701233258	yes	tim	by/2005--radar-legacy-advertising-as-conversation-part-two.md
2005	04	2005-04-24	XTech Conference to Add Focus on Open Data	http://radar.oreilly.com/archives/2005/04/xtech_conferenc.html	20050701233258	yes	tim	by/2005--radar-legacy-xtech-conference-to-add-focus-on-open-data.md
2005	04	2005-04-29	Testers as the new heroes	http://radar.oreilly.com/archives/2005/04/testers_as_the.html	20050701233258	yes	tim	by/2005--radar-legacy-testers-as-the-new-heroes.md
2005	04	2005-04-30	Ten--No, Eleven--Years of Internet Advertising	http://radar.oreilly.com/archives/2005/04/tenno_elevenyea.html	20050701233258	yes	tim	by/2005--radar-legacy-ten-no-eleven-years-of-internet-advertising.md
2005	04	2005-04-28	Small Business Bets Big on Technology	http://radar.oreilly.com/archives/2005/04/small_business.html	20050701233258	yes	tim	by/2005--radar-legacy-small-business-bets-big-on-technology.md
2005	04	2005-04-24	Self Publishing Changes All the Rules?	http://radar.oreilly.com/archives/2005/04/self_publishing.html	20050701233258	yes	tim	by/2005--radar-legacy-self-publishing-changes-all-the-rules.md
2005	04	2005-04-14	Non Obvious Relationship Awareness By tim on April 14, 2005	http://radar.oreilly.com/archives/2005/04/non_obvious_rel.html	20050423191630	yes	tim	by/2005--radar-legacy-non-obvious-relationship-awareness.md
2005	04	2005-04-27	My Own Take on Marketing Writing	http://radar.oreilly.com/archives/2005/04/my_own_take_on.html	20050701233258	yes	tim	by/2005--radar-legacy-my-own-take-on-marketing-writing.md
2005	04	2005-04-24	Google Maps pessimism, optimism	http://radar.oreilly.com/archives/2005/04/google_maps_pes.html	20050701233258	yes	tim	by/2005--radar-legacy-google-maps-pessimism-optimism.md
2005	04	2005-04-29	Firefox vs. IE in O'Reilly Network Logs	http://radar.oreilly.com/archives/2005/04/firefox_vs_ie_i.html	20050701233258	yes	tim	by/2005--radar-legacy-firefox-vs-ie-in-o-reilly-network-logs.md
2005	04	2005-04-24	Federal Weather Info Could Go Dark	http://radar.oreilly.com/archives/2005/04/federal_weather_1.html	20050701233258	yes	tim	by/2005--radar-legacy-federal-weather-info-could-go-dark.md
2005	04	2005-04-26	Designing from the outside in	http://radar.oreilly.com/archives/2005/04/designing_from.html	20050701233258	yes	tim	by/2005--radar-legacy-designing-from-the-outside-in.md
2005	04	2005-04-23	Book sales as a technical trend indicator By tim on April 23, 2005	http://radar.oreilly.com/archives/2005/04/book_sales_as_a.html	20050423191630	duplicate	tim	
2005	04	2005-04-13	A World Made of Cities By tim on April 13, 2005	http://radar.oreilly.com/archives/2005/04/a_world_made_of.html	20050423191630	yes	tim	by/2005--radar-legacy-a-world-made-of-cities.md
2005	04	2005-04-26	A Possible Business Model for Google News	http://radar.oreilly.com/archives/2005/04/a_possible_busi.html	20050701233258	yes	tim	by/2005--radar-legacy-a-possible-business-model-for-google-news.md
